study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown		
CHAT	omahi3	Childhood Adenotonsillectomy Trial (CHAT) Apnea-Hypopnea Index (AHI) - Obstructive and Mixed Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ mixed apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 50% flow reduction and >= 3% oxygen desaturation or arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	"Calculated - Summary metric of sleep disordered breathing events. The definition of hypopnea events is consistent with the American Academy of Sleep Medicine (AASM) 2007 Manual (pediatric). [Iber C et al. The AASM manual for the scoring of sleep and associated events: rules, terminology and technical specifications. Vol. 1. Westchester, IL: American Academy of Sleep Medicine, 2007]"	Follow-up	omahi3= 60*(oarbp+oarop+oanbp+oanop+marbp+marop+manrbp+manrop+hremba3+hroa3+hnrba3+hnroa3) /slpprdp	numeric		events per hour	407	3.8	7.8	1.3	0	69.7	46		
CHAT	omahi3_change	Childhood Adenotonsillectomy Trial (CHAT) Apnea-Hypopnea Index (AHI) change between Baseline and End	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices		Baseline		numeric		events per hour	407	-2.9	8.4	-2.3	-27.5	57.8	46		
CHAT	omahi3_change	Childhood Adenotonsillectomy Trial (CHAT) Apnea-Hypopnea Index (AHI) change between Baseline and End	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices		Follow-up		numeric		events per hour	407	-2.9	8.4	-2.3	-27.5	57.8	46		
CHAT	omai0p	Childhood Adenotonsillectomy Trial (CHAT) Obstructive and Mixed Apnea Index (AHI): (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ mixed apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline	omai0p= 60*(oarbp+oarop+oanbp+oanop+marbp+marop+manrbp+manrop) /slpprdp	numeric		events per hour	453	2.2	2.7	1.2	0	16.6	-		
CHAT	omai0p	Childhood Adenotonsillectomy Trial (CHAT) Obstructive and Mixed Apnea Index (AHI): (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ mixed apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up	omai0p= 60*(oarbp+oarop+oanbp+oanop+marbp+marop+manrbp+manrop) /slpprdp	numeric		events per hour	407	1.2	4.1	0.2	0	49	46		
CHAT	rdim3p	Apnea-Hypopnea Index: (Apneas with >= 3% oxygen desaturation threshold used and with or without arousal+ hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas associated with >= 3% desaturation) / (hours of sleep)]	Baseline	rdim3p= 60*(hrembp3+hrop3+hnrbp3+hnrop3+carbp3+carop3+canbp3+canop3+oarbp3+oarop3+oanbp3+oanop3+marbp3+marop3+manrbp3+manrop3) /slpprdp	numeric		events per hour	453	5.5	5.3	3.6	0	28.3	-		
CHAT	rdim3p	Apnea-Hypopnea Index: (Apneas with >= 3% oxygen desaturation threshold used and with or without arousal+ hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas associated with >= 3% desaturation) / (hours of sleep)]	Follow-up	rdim3p= 60*(hrembp3+hrop3+hnrbp3+hnrop3+carbp3+carop3+canbp3+canop3+oarbp3+oarop3+oanbp3+oanop3+marbp3+marop3+manrbp3+manrop3) /slpprdp	numeric		events per hour	407	3.5	6.8	1.5	0	63.3	46		
CHAT	rdim3pa	Apnea-Hypopnea Index: (Apneas with >= 3% oxygen desaturation threshold used or with arousal+ hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation used or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas with >= 3% desaturation or arousal) / (hours of sleep)]	Baseline	rdim3pa= 60*(hremba3+hroa3+hnrba3+hnroa3+carba3+caroa3+canba3+canoa3+oarba3+oaroa3+oanba3+oanoa3+marbpa3+maropa3+manrbpa3+manropa3) /slpprdp	numeric		events per hour	453	7	5.6	5.1	0.3	32.9	-		
CHAT	rdim3pa	Apnea-Hypopnea Index: (Apneas with >= 3% oxygen desaturation threshold used or with arousal+ hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation used or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas with >= 3% desaturation or arousal) / (hours of sleep)]	Follow-up	rdim3pa= 60*(hremba3+hroa3+hnrba3+hnroa3+carba3+caroa3+canba3+canoa3+oarba3+oaroa3+oanba3+oanoa3+marbpa3+maropa3+manrbpa3+manropa3) /slpprdp	numeric		events per hour	407	4.3	7.5	2	0	69.8	46		
CHAT	rdim4p	Apnea-Hypopnea Index: (Apneas with >= 4% oxygen desaturation threshold used and with or without arousal+ hypopneas with > 50% flow reduction and with >= 4% oxygen desaturation used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas associated with >= 4% desaturation) / (hours of sleep)]	Baseline	rdim4p= 60*(hrembp4+hrop4+hnrbp4+hnrop4+carbp4+carop4+canbp4+canop4+oarbp4+oarop4+oanbp4+oanop4+marbp4+marop4+manrbp4+manrop4) /slpprdp	numeric		events per hour	453	3.1	3.8	1.6	0	23.4	-		
CHAT	rdim4p	Apnea-Hypopnea Index: (Apneas with >= 4% oxygen desaturation threshold used and with or without arousal+ hypopneas with > 50% flow reduction and with >= 4% oxygen desaturation used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas associated with >= 4% desaturation) / (hours of sleep)]	Follow-up	rdim4p= 60*(hrembp4+hrop4+hnrbp4+hnrop4+carbp4+carop4+canbp4+canop4+oarbp4+oarop4+oanbp4+oanop4+marbp4+marop4+manrbp4+manrop4) /slpprdp	numeric		events per hour	407	2	5	0.6	0	59.7	46		
CHAT	rdim4pa	Apnea-Hypopnea Index: (Apneas with >= 4% oxygen desaturation threshold used or with arousal+ hypopneas with > 50% flow reduction and with >= 4% oxygen desaturation used or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas with >= 4% desaturation or arousal) / (hours of sleep)]	Baseline	rdim4pa= 60*(hremba4+hroa4+hnrba4+hnroa4+carba4+caroa4+canba4+canoa4+oarba4+oaroa4+oanba4+oanoa4+marbpa4+maropa4+manrbpa4+manropa4) /slpprdp	numeric		events per hour	453	5	4.3	3.6	0.1	29.1	-		
CHAT	rdim4pa	Apnea-Hypopnea Index: (Apneas with >= 4% oxygen desaturation threshold used or with arousal+ hypopneas with > 50% flow reduction and with >= 4% oxygen desaturation used or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	[(total number of apneas and hypopneas with >= 4% desaturation or arousal) / (hours of sleep)]	Follow-up	rdim4pa= 60*(hremba4+hroa4+hnrba4+hnroa4+carba4+caroa4+canba4+canoa4+oarba4+oaroa4+oanba4+oanoa4+marbpa4+maropa4+manrbpa4+manropa4) /slpprdp	numeric		events per hour	407	3.1	6.2	1.3	0	67.5	46		
CHAT	rdinba	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used only with arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	2.2	4.1	1	0	40	-		
CHAT	rdinba	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used only with arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	1.5	4.2	0.3	0	53.3	46		
CHAT	rdinba2	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with >= 2% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	4.8	9.6	2.3	0	120	-		
CHAT	rdinba2	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with >= 2% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	3	7.9	0.6	0	70.6	46		
CHAT	rdinba3	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	4.8	9.6	2.3	0	120	-		
CHAT	rdinba3	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	3	7.9	0.6	0	70.6	46		
CHAT	rdinbp	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	4.8	9.6	2.3	0	120	-		
CHAT	rdinbp	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	3	7.9	0.6	0	70.6	46		
CHAT	rdinbp3	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	3.4	8.7	1	0	113.7	-		
CHAT	rdinbp3	"Hypopnea Index (NREM, Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	2.2	6.9	0.3	0	67.4	46		
CHAT	rdinoa3	"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	2.8	3.7	1.6	0	40	-		
CHAT	rdinoa3	"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	1.6	4.3	0.4	0	45.1	46		
CHAT	rdinop	"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	2.8	3.7	1.6	0	40	-		
CHAT	rdinop	"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	1.6	4.3	0.4	0	45.1	46		
CHAT	rdinop3	"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	1.8	2.7	0.9	0	20.1	-		
CHAT	rdinop3	"Hypopnea Index (NREM, Non-Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	1.1	3.7	0.2	0	43.4	46		
CHAT	rdirba3	"Hypopnea Index (REM, Supine): (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	10.7	17	2.8	0	120	-		
CHAT	rdirba3	"Hypopnea Index (REM, Supine): (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	6.2	13.5	0	0	90	46		
CHAT	rdirbp	"Hypopnea Index (REM, Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	10.7	17	2.8	0	120	-		
CHAT	rdirbp	"Hypopnea Index (REM, Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	6.2	13.5	0	0	90	46		
CHAT	rdirbp3	"Hypopnea Index (REM, Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	9.3	16.3	0	0	120	-		
CHAT	rdirbp3	"Hypopnea Index (REM, Supine) : (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	5.5	13	0	0	90	46		
CHAT	rdiroa	"Hypopnea Index (REM, Non-Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used only with arousal) / hour of REM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	1.6	2.6	0.7	0	20.4	-		
CHAT	rdiroa	"Hypopnea Index (REM, Non-Supine) : (Hypopneas with > 50% flow reduction and with no oxygen desaturation threshold used only with arousal) / hour of REM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	0.9	2.8	0	0	40.5	46		
CHAT	rdiroa3	"Hypopnea Index (REM, Non-Supine): (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Baseline		numeric		events per hour	453	8.5	12.1	3.4	0	76.3	-		
CHAT	rdiroa3	"Hypopnea Index (REM, Non-Supine): (Hypopneas with > 50% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography"	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Calculated - Summary metric of sleep disordered breathing events.	Follow-up		numeric		events per hour	407	4.5	9.9	0.5	0	68.6	46		
CHAT	sgl_mg_dl	Serum glucose levels	Clinical Data/Laboratory Tests		Baseline		numeric		milligrams per deciliter (mg/dL)	371	82	7.1	82	59	132	82		
CHAT	sgl_mg_dl	Serum glucose levels	Clinical Data/Laboratory Tests		Follow-up		numeric		milligrams per deciliter (mg/dL)	290	82.2	7.3	82	60	125	163		
CHAT	trig	Triglyceride levels	Clinical Data/Laboratory Tests		Baseline		numeric		milligrams per deciliter (mg/dL)	371	74.6	33.1	65	31	240	82		
CHAT	trig	Triglyceride levels	Clinical Data/Laboratory Tests		Follow-up		numeric		milligrams per deciliter (mg/dL)	290	76.2	46.2	63	30	550	163		
DISECAD	dise_age	Age (dise)	Sociodemographics		DISE-CAD study flow		numeric		years	6	66.9	± 4.2	68	60.4	71.6	27		
DISECAD	dise_bmi	BMI (dise)	Anthropometry		DISE-CAD study flow		numeric		kilograms per meter squared (kg/m2)	6	29.6	± 3.1	29.4	25.6	35	27		
DISECAD	iq_age	Age (intake_questionnaire)	Sociodemographics		DISE-CAD study flow		numeric		years	32	63	± 9.3	65.2	41.9	81.8	1		
DISECAD	iq_bmi	BMI (intake_questionnaire)	Anthropometry		DISE-CAD study flow		numeric		kilograms per meter squared (kg/m2)	31	28.7	± 3.5	29	21.8	34.1	2		
DISECAD	iq_diastolicbp	Diastolic BP (intake_questionnaire)	Physiologic Measurements/Vital Signs/Seated Blood Pressure		DISE-CAD study flow		integer		millimeters of mercury (mmHg)	31	79.9	± 7.8	79	65	96	2		
DISECAD	iq_height	Height (intake_questionnaire)	Anthropometry	"4 ft = 48, 5 ft = 60 in, 6 ft = 72 in"	DISE-CAD study flow		integer		inches (in)	31	66.1	± 4.5	65	58	76	2		
DISECAD	iq_hr	Heart Rate (intake_questionnaire)	Physiologic Measurements/Vital Signs		DISE-CAD study flow		integer		beats per minute (bpm)	31	75.5	± 13.8	77	56	114	2		
DISECAD	iq_spo2	Blood Oxygen (intake_questionnaire)	Physiologic Measurements/Vital Signs		DISE-CAD study flow		integer		percent (%)	28	97.1	± 1.9	97	92	100	5		
DISECAD	iq_systolicbp	Systolic BP (intake_questionnaire)	Physiologic Measurements/Vital Signs/Seated Blood Pressure		DISE-CAD study flow		integer		millimeters of mercury (mmHg)	31	129.4	± 14.6	127	108	162	2		
DISECAD	nsrr_age	Subject age	Harmonized/Sociodemographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: iq_age	DISE-CAD study flow		numeric	33	years	32	63	± 9.3	65.2	41.9	81.8	1		
DISECAD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: iq_bmi	DISE-CAD study flow		numeric	33	kilograms per meter squared (kg/m2)	31	28.7	± 3.5	29	21.8	34.1	2		
DISECAD	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Physiologic Measurements		DISE-CAD study flow		numeric		millimeters of mercury (mmHg)	31	79.9	± 7.8	79	65	96	2		
DISECAD	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Physiologic Measurements		DISE-CAD study flow		integer		millimeters of mercury (mmHg)	31	129.4	± 14.6	127	108	162	2		
DISECAD	r_age	Age (return_questionnaire)	Sociodemographics		DISE-CAD study flow		numeric		years	31	64.5	± 8.7	64.3	43.4	83	2		
DISECAD	r_bmi	BMI (return_questionnaire)	Anthropometry		DISE-CAD study flow		numeric		kilograms per meter squared (kg/m2)	27	28.5	± 3.1	28.8	22	33	6		
DISECAD	r_diastolicbp	Diastolic BP (return_questionnaire)	Physiologic Measurements/Vital Signs/Seated Blood Pressure		DISE-CAD study flow		numeric		millimeters of mercury (mmHg)	30	79.3	± 10.4	77.5	56	108	3		
DISECAD	r_height	Height (inches) (return_questionnaire)	Anthropometry	"4 ft = 48, 5 ft = 60 in, 6 ft = 72 in"	DISE-CAD study flow		numeric		inches (in)	25	66.1	± 4.7	65.5	58	76	8		
DISECAD	r_hr	Heart Rate (return_questionnaire)	Physiologic Measurements/Vital Signs		DISE-CAD study flow		numeric		beats per minute (bpm)	30	73	± 13.9	72.5	50	98	3		
DISECAD	r_spo2	Blood Oxygen (return_questionnaire)	Physiologic Measurements/Vital Signs		DISE-CAD study flow		numeric		percent (%)	29	98	± 1.8	98	94	100	4		
DISECAD	r_systolicbp	Systolic BP (return_questionnaire)	Physiologic Measurements/Vital Signs/Seated Blood Pressure		DISE-CAD study flow		numeric		millimeters of mercury (mmHg)	30	128.5	± 16.8	129	98	172	3		
DISECAD	ss_age	Age (sleep_study_data)	Sociodemographics		DISE-CAD study flow		numeric			33	61.9	± 8.9	63	37.9	81.6			
DISECAD	ss_bmi	BMI (sleep_study_data)	Anthropometry		DISE-CAD study flow		numeric		kilograms per meter squared (kg/m2)	33	28.6	± 3.7	29	22	36			
FDCSR	age	Participant's age	Demographics		Lab Visit		integer			28	26.1	4.4	25	20	34	-		
FDCSR	cbt___amp_t	Calculated amplitude of forced component during forced desynchrony (FD) using core body temperature (CBT) data.	Sleep Monitoring/Circadian Rhythm/Core Body Temperature		Lab Visit		numeric		celsius	26	0.4	0.2	0.4	0.06	0.8	2		
FDCSR	cbt_comp_ampl	Calculated composite amplitude during forced desynchrony (FD) using core body temperature (CBT) data	Sleep Monitoring/Circadian Rhythm/Core Body Temperature		Lab Visit		numeric			26	0.4	0.09	0.4	0.2	0.6	2		
FDCSR	cbt_tau	Calculated cycle length of circadian rhythm during forced desynchrony (FD) based on core body temperature (CBT)	Sleep Monitoring/Circadian Rhythm/Core Body Temperature		Lab Visit		numeric		hours	26	24.2	0.2	24.2	23.7	24.4	2		
FDCSR	cbtamp_circad	Calculated amplitude of circadian component during forced desynchrony (FD) using core body temperature (CBT) data.	Sleep Monitoring/Circadian Rhythm/Core Body Temperature		Lab Visit		numeric		celsius	24	0.4	0.09	0.5	0.2	0.6	4		
FDCSR	end_analysis_spn	End analysis sleep period number (SPn)	Sleep Monitoring/Circadian Rhythm		Lab Visit		integer			28	27.9	6.6	33	13	33	-		
FDCSR	fd_sp_length	Sleep period duration during forced desynchrony (FD)	Sleep Monitoring/Circadian Rhythm		Lab Visit		numeric		hours	28	7.1	2.2	6.7	4.7	10	-		
FDCSR	fd_wp_length	Wake period duration during forced desynchrony (FD)	Sleep Monitoring/Circadian Rhythm		Lab Visit		numeric		hours	28	20.2	8.9	15.3	13.3	32.9	-		
FDCSR	mel___amp_t	Calculated amplitude of forced component during forced desynchrony (FD) using melatonin data	Sleep Monitoring/Circadian Rhythm/Melatonin		Lab Visit		numeric		picograms per milliliter (pg/mL)	25	5	5.1	3	0.2	23.6	3		
FDCSR	mel_comp_amp	Calculated composite amplitude during forced desynchrony (FD) using melatonin data	Sleep Monitoring/Circadian Rhythm/Melatonin		Lab Visit		numeric		picograms per milliliter (pg/mL)	16	30.5	17.7	27.9	3.3	64	12		
FDCSR	mel_tau	Calculated cycle length of circadian rhythm during forced desynchrony (FD) based on melatonin data	Sleep Monitoring/Circadian Rhythm/Melatonin		Lab Visit		numeric		hours	25	24.2	0.2	24.2	23.7	24.4	3		
FDCSR	melamp_circad	Calculated amplitude of circadian component during forced desynchrony (FD) using melatonin data	Sleep Monitoring/Circadian Rhythm/Melatonin		Lab Visit		numeric		picograms per milliliter (pg/mL)	25	64.8	62.7	42.8	3.1	230.2	3		
FDCSR	nsrr_age	Age of the participant	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age			integer											
FDCSR	start_analysis_spn	Start analysis sleep period number (SPn)	Sleep Monitoring/Circadian Rhythm		Lab Visit		integer			28	10	0	10	10	10	-		
FFCWS	a6_dailytst_mins_mn	Average daily sleep duration over 24-hour periods among all days from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	923	445.2	60.5	441.1	190.5	735	3975		
FFCWS	a6_dailytst_mins_sd	Standard deviation of daily sleep duration over 24-hour periods among all days from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	861	86.8	43.4	80.3	0.7	279.6	4037		
FFCWS	a6_dailytst_mins_wk_mn	Average daily sleep duration over 24-hour periods on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	903	435.5	65.1	429.6	250	776.5	3995		
FFCWS	a6_dailytst_mins_wk_sd	Standard deviation of daily sleep duration over 24-hour periods on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	822	74.7	48.7	63.3	0.7	318.7	4076		
FFCWS	a6_dailytst_mins_wknd_mn	Average daily sleep duration over 24-hour periods on weekends from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	805	470	89.7	468.9	84	753	4093		
FFCWS	a6_dailytst_mins_wknd_sd	Standard deviation of daily sleep duration over 24-hour periods on weekends from actigraphy	Sleep Monitoring/Actigraphy	Sleep duration: the interval between sleep onset and sleep offset while the participant is asleep	Year 15 Wave 6		numeric		minutes	579	82	61.9	67.2	0.7	353.6	4319		
FFCWS	a6_month	Month of Sleep Data Collection	Sleep Monitoring/Actigraphy/Administrative		Year 15 Wave 6		integer			923	6.3	2.9	6	1	12	3975		
FFCWS	a6_nap_mins_mn	Average daily sleep duration in naps among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	923	22.6	33.7	6.8	0	240.5	3975		
FFCWS	a6_nap_mins_sd	Standard deviation of daily sleep duration in naps among all days from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	861	36.7	44.7	21.1	0	272.6	4037		
FFCWS	a6_nap_mins_wk_mn	Average daily sleep duration in naps on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	903	22.3	37.9	0	0	385.5	3995		
FFCWS	a6_nap_mins_wk_sd	Standard deviation of daily sleep duration in naps on weekdays from actigraphy	Sleep Monitoring/Actigraphy		Year 15 Wave 6		numeric		minutes	822	31.8	44.7	0	0	322.2	4076		
