study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
HCHS	wordfreq	Word Frequency (A+F) (NEEA12-13)	Clinical Data/Diagnostic Studies/Neurocognitive	Word Frequency (A+F) (NEEA12-13)	Baseline		numeric			8194	18.1	7.2	18	0	49	8221
HCHS	cardiac_risk_ratio	Cardiac Risk Ratio (TC/HDL) - AHA	Clinical Data/Laboratory Tests	Cardiac Risk Ratio (TC/HDL) - AHA	Baseline		numeric			14005	4.3	1.5	4.1	1.6	28.2	2410
HCHS	gfrscr	eGFR based on serum creatinine, gender, age and race	Clinical Data/Laboratory Tests	eGFR based on serum creatinine, gender, age and race	Baseline		numeric			14006	96.9	19.2	98.5	3.3	164.8	2409
HCHS	gfrscys	eGFR based on serum cystatin C w/o demographics	Clinical Data/Laboratory Tests	eGFR based on serum cystatin C w/o demographics	Baseline		numeric			13914	108.3	26.7	108	4.9	276.9	2501
HCHS	gfrscys_scr	eGFR based on serum cystatin C, serum creatinine, gender, age, and race	Clinical Data/Laboratory Tests	eGFR based on serum cystatin C, serum creatinine, gender, age, and race	Baseline		numeric			13911	102.8	20.4	104.7	3.2	176.7	2504
HCHS	homa_b	HOMA index of Beta Cell Function	Clinical Data/Laboratory Tests	HOMA index of Beta Cell Function	Baseline		numeric			13929	140.4	179.3	112.9	1.1	12600	2486
HEARTBEAT	bmi	Body mass index	Anthropometry	Body mass index	Baseline		numeric		kilograms per meter squared	318	34.4	6.4	33.3	21.6	64.4	-
HEARTBEAT	bmi	Body mass index	Anthropometry	Body mass index	Follow-up		numeric		kilograms per meter squared	299	34.3	6.1	33.2	21.2	62	2
HEARTBEAT	bmi	Body mass index	Anthropometry	Body mass index	65 years or older		numeric		kilograms per meter squared	126	32.7	5.5	32.2	21.6	47.4	-
HEARTBEAT	bmi	Body mass index	Anthropometry	Body mass index	65 years or older		numeric		kilograms per meter squared	124	32.7	5.2	32.2	21.2	47.7	-
HEARTBEAT	heightcm	Height	Anthropometry	Height	Baseline		numeric		centimeters	318	171.4	9.1	172.6	132	190.5	-
HEARTBEAT	heightcm	Height	Anthropometry	Height	Follow-up		numeric		centimeters	299	171.2	8.9	172.2	149.1	193	2
HEARTBEAT	heightcm	Height	Anthropometry	Height	65 years or older		numeric		centimeters	126	170.9	8.5	172.1	154.4	189.2	-
HEARTBEAT	heightcm	Height	Anthropometry	Height	65 years or older		numeric		centimeters	124	170.7	8.4	171.8	154.4	189.9	-
HEARTBEAT	hipmean	Hip circumference mean (2 measurements)	Anthropometry	Hip circumference mean (2 measurements)	Baseline		numeric		centimeters	318	115.2	13	112.7	87.5	177.5	-
HEARTBEAT	hipmean	Hip circumference mean (2 measurements)	Anthropometry	Hip circumference mean (2 measurements)	Follow-up		numeric		centimeters	298	114.7	12.6	112.8	90	173.7	3
HEARTBEAT	hipmean	Hip circumference mean (2 measurements)	Anthropometry	Hip circumference mean (2 measurements)	65 years or older		numeric		centimeters	126	112.7	10.7	111.7	87.5	137.1	-
HEARTBEAT	hipmean	Hip circumference mean (2 measurements)	Anthropometry	Hip circumference mean (2 measurements)	65 years or older		numeric		centimeters	124	111.5	10	110.7	90.5	140.6	-
HEARTBEAT	neckmean	Neck circumference mean (2 measurements)	Anthropometry	Neck circumference mean (2 measurements)	Baseline		numeric		centimeters	318	42.2	3.8	42.3	32.7	53.3	-
HEARTBEAT	neckmean	Neck circumference mean (2 measurements)	Anthropometry	Neck circumference mean (2 measurements)	Follow-up		numeric		centimeters	299	41.9	4.3	42	16.8	52.3	2
HEARTBEAT	neckmean	Neck circumference mean (2 measurements)	Anthropometry	Neck circumference mean (2 measurements)	65 years or older		numeric		centimeters	126	41.7	3.9	41.9	32.7	50.3	-
HEARTBEAT	neckmean	Neck circumference mean (2 measurements)	Anthropometry	Neck circumference mean (2 measurements)	65 years or older		numeric		centimeters	124	41.1	4.8	41.1	16.8	49.8	-
HEARTBEAT	waistmean	Waist circumference mean (2 measurements)	Anthropometry	Waist circumference mean (2 measurements)	Baseline		numeric		centimeters	317	113.4	13.5	111.8	78.8	157.8	1
HEARTBEAT	waistmean	Waist circumference mean (2 measurements)	Anthropometry	Waist circumference mean (2 measurements)	Follow-up		numeric		centimeters	299	113.2	13.6	111.8	82.5	167	2
HEARTBEAT	waistmean	Waist circumference mean (2 measurements)	Anthropometry	Waist circumference mean (2 measurements)	65 years or older		numeric		centimeters	126	111.3	13	109.8	78.8	142.2	-
HEARTBEAT	waistmean	Waist circumference mean (2 measurements)	Anthropometry	Waist circumference mean (2 measurements)	65 years or older		numeric		centimeters	124	110.6	12.4	108.3	82.8	141.2	-
HEARTBEAT	weightkg	Weight	Anthropometry	Weight	Baseline		numeric		kilograms	318	100.8	19.2	99.8	58.3	179.6	-
HEARTBEAT	weightkg	Weight	Anthropometry	Weight	Follow-up		numeric		kilograms	299	100.5	19.2	98.5	59.9	174.6	2
HEARTBEAT	weightkg	Weight	Anthropometry	Weight	65 years or older		numeric		kilograms	126	95.6	16.6	95.6	58.3	140.2	-
HEARTBEAT	weightkg	Weight	Anthropometry	Weight	65 years or older		numeric		kilograms	124	95.2	16	93.6	59.9	137.9	-
HEARTBEAT	diaallmean	Average diastolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average diastolic pressure	Baseline		numeric		millimeters of mercury	313	70.6	8.1	70.2	53	95.6	5
HEARTBEAT	diaallmean	Average diastolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average diastolic pressure	Follow-up		numeric		millimeters of mercury	298	70.9	9.2	70.1	48.5	115.8	3
HEARTBEAT	diaallmean	Average diastolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average diastolic pressure	65 years or older		numeric		millimeters of mercury	125	69.3	8	68.5	54	92.1	1
HEARTBEAT	diaallmean	Average diastolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average diastolic pressure	65 years or older		numeric		millimeters of mercury	124	68.8	8.1	67.9	48.5	89.4	-
HEARTBEAT	heartallmean	Average heart rate	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average heart rate	Baseline		numeric		beats per minute	313	69.5	10.3	68.5	46.1	99.5	5
HEARTBEAT	heartallmean	Average heart rate	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average heart rate	Follow-up		numeric		beats per minute	298	69	9.7	68.6	50.2	93.9	3
HEARTBEAT	heartallmean	Average heart rate	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average heart rate	65 years or older		numeric		beats per minute	125	66.4	9	65.8	48.8	92.5	1
HEARTBEAT	heartallmean	Average heart rate	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average heart rate	65 years or older		numeric		beats per minute	124	66.7	9.3	66	50.8	93.4	-
HEARTBEAT	sysallmean	Average systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	Baseline		numeric		millimeters of mercury	313	124	14.7	123.8	89.9	181.5	5
HEARTBEAT	sysallmean	Average systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	Follow-up		numeric		millimeters of mercury	298	124.9	15.4	123.4	88.8	199	3
HEARTBEAT	sysallmean	Average systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	65 years or older		numeric		millimeters of mercury	125	127.5	14.8	126.8	95.1	181.5	1
HEARTBEAT	sysallmean	Average systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	65 years or older		numeric		millimeters of mercury	124	126.5	14.6	124.4	96.6	165.5	-
HEARTBEAT	diasmean	Diastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	Baseline		numeric		millimeters of mercury	318	73.8	9.9	74	36	104.7	-
HEARTBEAT	diasmean	Diastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	Follow-up		numeric		millimeters of mercury	299	73.4	9.3	73.3	48	108	2
HEARTBEAT	diasmean	Diastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	126	70.9	9	70	36	93.7	-
HEARTBEAT	diasmean	Diastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	124	69.9	8.3	70	51.3	90	-
HEARTBEAT	pulsemean	Pulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	Baseline		numeric		beats per minute	317	66.9	9.9	65.3	47.3	100	1
HEARTBEAT	pulsemean	Pulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	Follow-up		numeric		beats per minute	299	66.6	10.1	65.3	43.3	98.7	2
HEARTBEAT	pulsemean	Pulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	65 years or older		numeric		beats per minute	126	64	8.2	62.7	48.7	96.7	-
HEARTBEAT	pulsemean	Pulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	65 years or older		numeric		beats per minute	124	65.4	9.6	64.7	48.3	96	-
HEARTBEAT	sysmean	Systolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	Baseline		numeric		millimeters of mercury	318	126.7	15.3	125.3	91.3	188.7	-
HEARTBEAT	sysmean	Systolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	Follow-up		numeric		millimeters of mercury	299	126.6	14.8	126	88	206	2
HEARTBEAT	sysmean	Systolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	126	128.2	16.3	128	91.3	175.7	-
HEARTBEAT	sysmean	Systolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	124	127.7	15.6	128.2	88	206	-
HEARTBEAT	calc_age	Age of the participant	Demographics	Age of the participant	Baseline		numeric		years	318	63	7.3	63.2	45.1	75.6	-
HEARTBEAT	calc_age	Age of the participant	Demographics	Age of the participant	Follow-up		numeric		years	300	63.2	7.3	63.4	45.3	75.8	1
HEARTBEAT	calc_age	Age of the participant	Demographics	Age of the participant	65 years or older		numeric		years	126	70.2	2.9	70	65	75.6	-
HEARTBEAT	calc_age	Age of the participant	Demographics	Age of the participant	65 years or older		numeric		years	124	70.2	3	70	65	75.8	-
HEARTBEAT	phqtotal	Patient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	Baseline		numeric			318	5.5	5	4	0	25	-
HEARTBEAT	phqtotal	Patient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	Follow-up		numeric			301	4.3	4.1	3	0	20	-
HEARTBEAT	phqtotal	Patient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	65 years or older		numeric			126	4.1	4.2	3	0	25	-
HEARTBEAT	phqtotal	Patient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	65 years or older		numeric			124	3.3	3.4	3	0	18	-
HEARTBEAT	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Baseline		numeric		kilograms per square meter	318	34.4	6.4	33.3	21.6	64.4	-
HEARTBEAT	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Follow-up		numeric		kilograms per square meter	-	-	-	-	-	-	-
HEARTBEAT	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Baseline		numeric		millimeters of mercury	318	73.8	9.9	74	36	104.7	-
HEARTBEAT	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Follow-up		numeric		millimeters of mercury	-	-	-	-	-	-	-
HEARTBEAT	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Baseline		numeric		millimeters of mercury	318	126.7	15.3	125.3	91.3	188.7	-
HEARTBEAT	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Follow-up		numeric		millimeters of mercury	-	-	-	-	-	-	-
HEARTBEAT	nsrr_age	Subject age	Harmonized/Demographics	Subject age	Baseline		numeric		years	318	63	7.3	63.2	45.1	75.6	-
HEARTBEAT	nsrr_age	Subject age	Harmonized/Demographics	Subject age	Follow-up		numeric		years	-	-	-	-	-	-	-
HEARTBEAT	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Baseline		numeric		events per hour	315	25.1	8.4	23	14.6	49.3	3
HEARTBEAT	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Follow-up		numeric		events per hour	-	-	-	-	-	-	-
HEARTBEAT	excl05_escore	Epworth Sleepiness Scale score at screening	Administrative/Eligibility	Epworth Sleepiness Scale score at screening	Baseline		numeric			318	8.9	3.6	9	0	15	-
HEARTBEAT	excl05_escore	Epworth Sleepiness Scale score at screening	Administrative/Eligibility	Epworth Sleepiness Scale score at screening	Follow-up		numeric			-	-	-	-	-	-	-
HEARTBEAT	excl05_escore	Epworth Sleepiness Scale score at screening	Administrative/Eligibility	Epworth Sleepiness Scale score at screening	65 years or older		numeric			126	8.5	3.6	9	0	15	-
HEARTBEAT	incl01_age	Age of participant at screening	Administrative/Eligibility	Age of participant at screening	Baseline		numeric		years	318	62.4	7.3	63	45	75	-
HEARTBEAT	incl01_age	Age of participant at screening	Administrative/Eligibility	Age of participant at screening	Follow-up		numeric		years	-	-	-	-	-	-	-
HEARTBEAT	incl01_age	Age of participant at screening	Administrative/Eligibility	Age of participant at screening	65 years or older		numeric		years	126	69.5	3.2	69	55	75	-
HEARTBEAT	bmi_scrn	Body mass index (BMI) at screening visit	Administrative/Screening Visit	Body mass index (BMI) at screening visit	Baseline		numeric		kilograms per meter squared	318	33.4	5.8	32.3	16	54.6	-
HEARTBEAT	bmi_scrn	Body mass index (BMI) at screening visit	Administrative/Screening Visit	Body mass index (BMI) at screening visit	Follow-up		numeric		kilograms per meter squared	-	-	-	-	-	-	-
HEARTBEAT	bmi_scrn	Body mass index (BMI) at screening visit	Administrative/Screening Visit	Body mass index (BMI) at screening visit	65 years or older		numeric		kilograms per meter squared	126	31.9	5.2	31.4	16	46.8	-
HEARTBEAT	hipcm1	Hip measurement 1	Anthropometry	Hip measurement 1	Baseline		numeric		centimeters	318	115.1	13	112.7	88.5	177	-
HEARTBEAT	hipcm1	Hip measurement 1	Anthropometry	Hip measurement 1	Follow-up		numeric		centimeters	298	114.7	12.6	112.9	90.5	173.5	3
HEARTBEAT	hipcm1	Hip measurement 1	Anthropometry	Hip measurement 1	65 years or older		numeric		centimeters	126	112.6	10.8	111.9	88.5	137.2	-
HEARTBEAT	hipcm1	Hip measurement 1	Anthropometry	Hip measurement 1	65 years or older		numeric		centimeters	124	111.5	10	111	90.5	140.7	-
HEARTBEAT	hipcm2	Hip measurement 2	Anthropometry	Hip measurement 2	Baseline		numeric		centimeters	318	115.2	13	113	86.5	178	-
HEARTBEAT	hipcm2	Hip measurement 2	Anthropometry	Hip measurement 2	Follow-up		numeric		centimeters	298	114.7	12.7	112.7	89	173.8	3
HEARTBEAT	hipcm2	Hip measurement 2	Anthropometry	Hip measurement 2	65 years or older		numeric		centimeters	126	112.7	10.7	112	86.5	137	-
HEARTBEAT	hipcm2	Hip measurement 2	Anthropometry	Hip measurement 2	65 years or older		numeric		centimeters	124	111.5	10	110.6	90.5	140.5	-
HEARTBEAT	neckcm1	Neck measurement 1	Anthropometry	Neck measurement 1	Baseline		numeric		centimeters	318	42.2	3.7	42.2	32.8	53	-
HEARTBEAT	neckcm1	Neck measurement 1	Anthropometry	Neck measurement 1	Follow-up		numeric		centimeters	299	41.9	4.3	41.8	17	52	2
HEARTBEAT	neckcm1	Neck measurement 1	Anthropometry	Neck measurement 1	65 years or older		numeric		centimeters	126	41.7	3.8	42	32.8	50.5	-
HEARTBEAT	neckcm1	Neck measurement 1	Anthropometry	Neck measurement 1	65 years or older		numeric		centimeters	124	41.1	4.8	41.2	17	50	-
HEARTBEAT	neckcm2	Neck measurement 2	Anthropometry	Neck measurement 2	Baseline		numeric		centimeters	318	42.1	3.8	42.2	32.5	53.5	-
HEARTBEAT	neckcm2	Neck measurement 2	Anthropometry	Neck measurement 2	Follow-up		numeric		centimeters	299	41.8	4.3	41.9	16.5	52.5	2
HEARTBEAT	neckcm2	Neck measurement 2	Anthropometry	Neck measurement 2	65 years or older		numeric		centimeters	126	41.7	3.9	41.8	32.5	50	-
HEARTBEAT	neckcm2	Neck measurement 2	Anthropometry	Neck measurement 2	65 years or older		numeric		centimeters	124	41	4.8	41	16.5	49.5	-
HEARTBEAT	waistcm1	Waist measurement 1	Anthropometry	Waist measurement 1	Baseline		numeric		centimeters	317	113.4	13.6	111.7	79	157.5	1
HEARTBEAT	waistcm1	Waist measurement 1	Anthropometry	Waist measurement 1	Follow-up		numeric		centimeters	299	113.2	13.6	112	82	167	2
HEARTBEAT	waistcm1	Waist measurement 1	Anthropometry	Waist measurement 1	65 years or older		numeric		centimeters	126	111.3	13.1	109.8	79	146	-
HEARTBEAT	waistcm1	Waist measurement 1	Anthropometry	Waist measurement 1	65 years or older		numeric		centimeters	124	110.5	12.3	108.3	82.5	141.4	-
HEARTBEAT	waistcm2	Waist measurement 2	Anthropometry	Waist measurement 2	Baseline		numeric		centimeters	317	113.4	13.5	111.9	78.5	158	1
HEARTBEAT	waistcm2	Waist measurement 2	Anthropometry	Waist measurement 2	Follow-up		numeric		centimeters	299	113.3	13.6	111.5	83	167	2
HEARTBEAT	waistcm2	Waist measurement 2	Anthropometry	Waist measurement 2	65 years or older		numeric		centimeters	126	111.3	12.9	110	78.5	142.4	-
HEARTBEAT	waistcm2	Waist measurement 2	Anthropometry	Waist measurement 2	65 years or older		numeric		centimeters	124	110.7	12.4	108.5	83	141	-
HEARTBEAT	paxis	P axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	Baseline		numeric		degrees	292	44.7	21.4	44	0	158	26
HEARTBEAT	paxis	P axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	Follow-up		numeric		degrees	265	45.1	22.1	46	0	140	36
HEARTBEAT	paxis	P axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	65 years or older		numeric		degrees	109	46.8	21	46	0	111	17
HEARTBEAT	paxis	P axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	65 years or older		numeric		degrees	109	48.7	26.1	50	0	140	15
HEARTBEAT	pdur	P wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	Baseline		numeric		milliseconds	235	114	25.7	112	60	420	83
HEARTBEAT	pdur	P wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	Follow-up		numeric		milliseconds	235	111.1	17.1	112	44	154	66
HEARTBEAT	pdur	P wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	65 years or older		numeric		milliseconds	89	114.4	37.8	110	60	420	37
HEARTBEAT	pdur	P wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	65 years or older		numeric		milliseconds	94	107.4	19.4	112	46	154	30
HEARTBEAT	printerval	PR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	Baseline		numeric		milliseconds	302	174.4	29.5	172	78	304	16
HEARTBEAT	printerval	PR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	Follow-up		numeric		milliseconds	279	176	35.6	174	80	486	22
HEARTBEAT	printerval	PR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	65 years or older		numeric		milliseconds	117	179.5	34.2	174	80	304	9
HEARTBEAT	printerval	PR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	65 years or older		numeric		milliseconds	112	179.4	35.6	176	80	296	12
HEARTBEAT	qrsaxis	QRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	Baseline		numeric		degrees	224	28.9	25.3	25	0	128	94
HEARTBEAT	qrsaxis	QRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	Follow-up		numeric		degrees	203	29.8	25.9	25	0	175	98
HEARTBEAT	qrsaxis	QRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	65 years or older		numeric		degrees	83	25.4	23.5	24	0	125	43
HEARTBEAT	qrsaxis	QRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	65 years or older		numeric		degrees	79	30.1	29.9	22	0	175	45
HEARTBEAT	qrsdur	QRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	Baseline		numeric		milliseconds	317	98.5	18.6	96	64	204	1
HEARTBEAT	qrsdur	QRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	Follow-up		numeric		milliseconds	294	98.6	19.8	94	62	196	7
HEARTBEAT	qrsdur	QRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	65 years or older		numeric		milliseconds	125	99.8	20.3	96	72	170	1
HEARTBEAT	qrsdur	QRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	65 years or older		numeric		milliseconds	122	99.3	21	94	62	186	2
HOMEPAP	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	Baseline Visit		numeric		kilograms per meters squared	364	37.2	8.9	35.5	22	71.5	9
HOMEPAP	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	Month 1 Follow-up Visit		numeric		kilograms per meters squared	-	-	-	-	-	-	-
HOMEPAP	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	Month 3 Follow-up Visit		numeric		kilograms per meters squared	140	38.7	9.1	37.2	23.3	72.8	233
HOMEPAP	diastolic	Diastolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	80.7	9.5	81	53	109	9
HOMEPAP	diastolic	Diastolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	152	78.8	10.2	80	53	111	221
HOMEPAP	diastolic	Diastolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	140	77.5	10.6	78	51	109	233
HOMEPAP	systolic	Systolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	126.6	12.7	126	95	167	9
HOMEPAP	systolic	Systolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	152	128.4	17.3	126	100	226	221
HOMEPAP	systolic	Systolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	140	127.4	14.5	126	95	179	233
HOMEPAP	sf36_mcs	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	Baseline Visit		numeric			332	43.7	11.1	45.7	8.3	65.6	41
HOMEPAP	sf36_mcs	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	Month 1 Follow-up Visit		numeric			153	50.4	10.3	53.6	17.1	67.5	220
HOMEPAP	sf36_mcs	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Mental component summary (standardized)	Month 3 Follow-up Visit		numeric			141	52.7	9.5	56	17.6	68.3	232
HOMEPAP	sf36_pcs	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	Baseline Visit		numeric			332	43.9	9.9	45.1	12.6	63.8	41
HOMEPAP	sf36_pcs	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	Month 1 Follow-up Visit		numeric			153	47	9.3	49.4	17.9	66.3	220
HOMEPAP	sf36_pcs	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Physical component summary (standardized)	Month 3 Follow-up Visit		numeric			141	47.7	9.8	50.1	16.1	64.8	232
HOMEPAP	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Baseline Visit		numeric		kilograms per square meter	364	37.2	8.9	35.5	22	71.5	9
HOMEPAP	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Month 1 Follow-up Visit		numeric		kilograms per square meter	-	-	-	-	-	-	-
HOMEPAP	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Month 3 Follow-up Visit		numeric		kilograms per square meter	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	80.7	9.5	81	53	109	9
HOMEPAP	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_diastolic	Diastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	126.6	12.7	126	95	167	9
HOMEPAP	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	-	-	-	-	-	-	-
HOMEPAP	nsrr_age	Subject age	Harmonized/Demographics	Subject age	Baseline Visit		numeric		years	373	46.5	11.9	45.8	20.2	79.8	-
HOMEPAP	nsrr_age	Subject age	Harmonized/Demographics	Subject age	Month 1 Follow-up Visit		numeric		years	-	-	-	-	-	-	-
HOMEPAP	nsrr_age	Subject age	Harmonized/Demographics	Subject age	Month 3 Follow-up Visit		numeric		years	-	-	-	-	-	-	-
