study_name	variable_name	variable_label	folder	description	visit	domain	type
FFCWS	a6_nightslp_mid_dec_c_wk_sd	a6_nightslp_mid_dec_c_wk_sdStandard deviation of daily mid-point of sleep period (midnight-centered decimal time) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Standard deviation of daily mid-point of sleep period (midnight-centered decimal time) in main sleep on weekdays from actigraphy			numeric
FFCWS	a6_nightslp_start_dec_c_mn	a6_nightslp_start_dec_c_mnAverage daily sleep onset (midnight-centered decimal time) in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy	Average daily sleep onset (midnight-centered decimal time) in main sleep among all days from actigraphy			numeric
FFCWS	a6_nightslp_start_dec_c_sd	a6_nightslp_start_dec_c_sdStandard deviation of daily sleep onset (midnight-centered decimal time) in main sleep among all days from actigraphy	Sleep Monitoring/Actigraphy	Standard deviation of daily sleep onset (midnight-centered decimal time) in main sleep among all days from actigraphy			numeric
FFCWS	a6_nightslp_start_dec_c_wk_mn	a6_nightslp_start_dec_c_wk_mnAverage daily sleep onset (midnight-centered decimal time) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Average daily sleep onset (midnight-centered decimal time) in main sleep on weekdays from actigraphy			numeric
FFCWS	a6_nightslp_start_dec_c_wknd_mn	a6_nightslp_start_dec_c_wknd_mnAverage daily sleep onset (midnight-centered decimal time) in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy	Average daily sleep onset (midnight-centered decimal time) in main sleep on weekends from actigraphy			numeric
FFCWS	a6_nightslp_start_dec_c_wknd_sd	a6_nightslp_start_dec_c_wknd_sdStandard deviation of daily sleep onset (midnight-centered decimal time) in main sleep on weekends from actigraphy	Sleep Monitoring/Actigraphy	Standard deviation of daily sleep onset (midnight-centered decimal time) in main sleep on weekends from actigraphy			numeric
FFCWS	a6_nightslp_start_dec_c_wk_sd	a6_nightslp_start_dec_c_wk_sdStandard deviation of daily sleep onset (midnight-centered decimal time) in main sleep on weekdays from actigraphy	Sleep Monitoring/Actigraphy	Standard deviation of daily sleep onset (midnight-centered decimal time) in main sleep on weekdays from actigraphy			numeric
HCHS	age	ageAge	Demographics	Age			numeric
HCHS	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
HCHS	nsrr_ttlprdbd_f1	nsrr_ttlprdbd_f1Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography			numeric
HCHS	flag_monthsgt30	flag_monthsgt30Sueno visit date more than 31+ months since SOL visit	Administrative	Sueno visit date more than 31+ months since SOL visit		0:Sueno visit within time frame|1:Sueno visit 31+ months	choices
HCHS	psu_id	psu_idPrimary Sampling Unit ID	Administrative/Study Design	Primary Sampling Unit ID			numeric
HCHS	height	heightHeight (corrected)	Anthropometry	Height (corrected)			numeric
HEARTBEAT	clusterid	clusteridRecoded site identifier	Administrative	Recoded site identifier		21:Site 21|30:Site 30|57:Site 57|94:Site 94	choices
HEARTBEAT	followup_visit_date	followup_visit_dateDate of the follow-up visit	Administrative	Date of the follow-up visit			numeric
HEARTBEAT	nsrrid	nsrridNSRR subject identifier	Administrative	NSRR subject identifier			identifier
HEARTBEAT	timepoint	timepointVisit number	Administrative	Visit number		2:Baseline|7:Follow-up	choices
HEARTBEAT	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
HEARTBEAT	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from home sleep apnea test	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from home sleep apnea test			numeric
HEARTBEAT	ahi_screening	ahi_screeningApnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used + hypopneas with > 50% flow reduction and >= 3% oxygen desaturation) / hours of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used + hypopneas with > 50% flow reduction and >= 3% oxygen desaturation) / hours of estimated sleep from type III home sleep apnea test			numeric
HEARTBEAT	dateofwithdrawal	dateofwithdrawalWithdrawal: Date of withdrawal or removal	Administrative/Withdrawal	Withdrawal: Date of withdrawal or removal			numeric
HOMEPAP	clusterid	clusteridRecoded Site Identifier	Administrative	Recoded Site Identifier		29:Site 29|33:Site 33|35:Site 35|46:Site 46|58:Site 58|68:Site 68|90:Site 90	choices
HOMEPAP	nsrrid	nsrridNSRR Subject Identifier	Administrative	NSRR Subject Identifier			identifier
HOMEPAP	age	ageAge at baseline visit	Demographics	Age at baseline visit			integer
HOMEPAP	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
HOMEPAP	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
HOMEPAP	aphypi	aphypiApnea-Hypopnea Index (AHI): (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation ) / hour of estimated sleep from type III home sleep test	Sleep Monitoring/Home Sleep Test	Apnea-Hypopnea Index (AHI): (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation ) / hour of estimated sleep from type III home sleep test			numeric
HOMEPAP	avgbpn	avgbpnAverage heart rate during estimated sleep from type III home sleep test	Sleep Monitoring/Home Sleep Test	Average heart rate during estimated sleep from type III home sleep test			numeric
HOMEPAP	avgsat	avgsatAverage oxygen saturation during estimated sleep from type III home sleep test	Sleep Monitoring/Home Sleep Test	Average oxygen saturation during estimated sleep from type III home sleep test			numeric
HOMEPAP	index_time	index_timeTotal recording period from type III home sleep test	Sleep Monitoring/Home Sleep Test	Total recording period from type III home sleep test			numeric
HOMEPAP	ahi	ahiApnea-Hypopnea Index (AHI): (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation ) / hour of sleep from type I polysomnography or type III home sleep test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index (AHI): (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation ) / hour of sleep from type I polysomnography or type III home sleep test			numeric
HOMEPAP	ahi_d	ahi_dApnea-Hypopnea Index (AHI) (split-night, diagnostic): (All apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal ) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index (AHI) (split-night, diagnostic): (All apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal ) / hour of sleep from type I polysomnography			numeric
HOMEPAP	ahi_full	ahi_fullApnea-Hypopnea Index (AHI) (full-night): (All apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal ) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index (AHI) (full-night): (All apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal ) / hour of sleep from type I polysomnography			numeric
HOMEPAP	ahi_t	ahi_tApnea-Hypopnea Index (AHI) (split-night, treatment): (All apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal ) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index (AHI) (split-night, treatment): (All apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal ) / hour of sleep from type I polysomnography			numeric
HOMEPAP	slpprd_d	slpprd_dTotal sleep duration from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Sleep Architecture	Total sleep duration from type I polysomnography (split-night, diagnostic)			numeric
HOMEPAP	slpprdp	slpprdpTotal sleep duration from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Sleep Architecture	Total sleep duration from type I polysomnography (full-night)			numeric
HOMEPAP	slpprd_t	slpprd_tTotal sleep duration from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Sleep Architecture	Total sleep duration from type I polysomnography (split-night, treatment)			numeric
HOMEPAP	tst_modified	tst_modifiedTotal sleep duration from type I polysomnography and type III home sleep test	Sleep Monitoring/Polysomnography/Sleep Architecture	Total sleep duration from type I polysomnography and type III home sleep test			numeric
HOMEPAP	ttt	tttTime to treatment	Administrative	Time to treatment			integer
HOMEPAP	mh_norm	mh_normShort Form (36) Health Survey (SF-36): General mental health subscale score (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): General mental health subscale score (standardized)			numeric
HOMEPAP	vt_norm	vt_normShort Form (36) Health Survey (SF-36): Vitality subscale score (standardized)	General Health/Medical Outcomes Study Short Form (SF-36)	Short Form (36) Health Survey (SF-36): Vitality subscale score (standardized)			numeric
HOMEPAP	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index: (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
HOMEPAP	endtime	endtimeClock time when the participant is out of bed or lights are on from type III home sleep apnea test	Sleep Monitoring/Home Sleep Test	Clock time when the participant is out of bed or lights are on from type III home sleep apnea test			time
HOMEPAP	satlt90p	satlt90pPercentage of total estimated sleep duration with < 90% oxygen saturation from type III home sleep apnea test	Sleep Monitoring/Home Sleep Test	Percentage of total estimated sleep duration with < 90% oxygen saturation from type III home sleep apnea test			numeric
HOMEPAP	starttime	starttimeClock time when the participant is in bed or lights are out from type III home sleep apnea test	Sleep Monitoring/Home Sleep Test	Clock time when the participant is in bed or lights are out from type III home sleep apnea test			time
HOMEPAP	pctrem_d	pctrem_dPercent of total sleep duration in REM sleep from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Sleep Architecture	Percent of total sleep duration in REM sleep from type I polysomnography (split-night, diagnostic)			numeric
HOMEPAP	pctrem_t	pctrem_tPercent of total sleep duration in REM sleep from type I polysomnography (split-night, treatment)	Sleep Monitoring/Polysomnography/Sleep Architecture	Percent of total sleep duration in REM sleep from type I polysomnography (split-night, treatment)			numeric
HOMEPAP	pctsa90h	pctsa90hPercentage of total sleep duration with < 90% oxygen saturation from type I polysomnography (full-night)	Sleep Monitoring/Polysomnography/Sleep Architecture	Percentage of total sleep duration with < 90% oxygen saturation from type I polysomnography (full-night)			numeric
HOMEPAP	pctsa90p_d	pctsa90p_dPortion of sleep time spent with oxygen saturation less than 90% (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Sleep Architecture	Portion of sleep time spent with oxygen saturation less than 90% (split-night, diagnostic)			numeric
HOMEPAP	pctsa90p_t	pctsa90p_tPortion of sleep time spent with oxygen saturation less than 90% (split-night, treatment)	Sleep Monitoring/Polysomnography/Sleep Architecture	Portion of sleep time spent with oxygen saturation less than 90% (split-night, treatment)			numeric
HOMEPAP	pctstg1_d	pctstg1_dPercentage of stage 1 sleep among total sleep duration from type I polysomnography (split-night, diagnostic)	Sleep Monitoring/Polysomnography/Sleep Architecture	Percentage of stage 1 sleep among total sleep duration from type I polysomnography (split-night, diagnostic)			numeric
ISAPS	timepoint	timepointISAPS Visit timepoint	Administrative	ISAPS Visit timepoint			choices
ISAPS	nsrrid	nsrridNSRR subject ID	Harmonized/Administrative	NSRR subject ID			identifier
ISAPS	filename_id	filename_idISAPS filename id	Administrative	ISAPS filename id			identifier
ISAPS	subject	subjectISAPS Subject Identifier	Administrative	ISAPS Subject Identifier			identifier
ISAPS	age	ageAge at time of study in years	Sociodemographics	Age at time of study in years			integer
LOFTHF	site	siteLOFT-HF Site Identifier	Administrative	LOFT-HF Site Identifier		12:Site 12|13:Site 13|16:Site 16|20:Site 20|22:Site 22|23:Site 23|24:Site 24|25:Site 25|26:Site 26|31:Site 31|33:Site 33|37:Site 37|38:Site 38|39:Site 39|40:Site 40|42:Site 42|43:Site 43|44:Site 44|45:Site 45|46:Site 46	choices
LOFTHF	subject	subjectLOFT-HF Subject Identifier	Administrative	LOFT-HF Subject Identifier			identifier
LOFTHF	timepoint	timepointLOFT-HF Study Timepoint	Administrative	LOFT-HF Study Timepoint		0:Screening Visit|1:Baseline Visit|2:6-Month Visit|3:12-Month Visit|4:Follow-up On Treatment	choices
LOFTHF	nsrr_file_prefix	nsrr_file_prefixNSRR file prefix	Harmonized/Administrative	NSRR file prefix			text
LOFTHF	nsrrid	nsrridNSRR subject ID	Harmonized/Administrative	NSRR subject ID			identifier
LOFTHF	nsrr_pctdursp_s1	nsrr_pctdursp_s1Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography			numeric
LOFTHF	nsrr_pctdursp_s2	nsrr_pctdursp_s2Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography			numeric
LOFTHF	nsrr_pctdursp_s3	nsrr_pctdursp_s3Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography			numeric
LOFTHF	nsrr_pctdursp_sale88	nsrr_pctdursp_sale88Percentage of sleep time <= 88% oxygen saturation	Harmonized/Polysomnography/Sleep Architecture	Percentage of sleep time <= 88% oxygen saturation			numeric
LOFTHF	nsrr_pctdursp_salt85	nsrr_pctdursp_salt85Percentage of sleep time < 85% oxygen saturation	Harmonized/Polysomnography/Sleep Architecture	Percentage of sleep time < 85% oxygen saturation			numeric
LOFTHF	nsrr_pctdursp_salt90	nsrr_pctdursp_salt90Percentage of sleep time < 90% oxygen saturation	Harmonized/Polysomnography/Sleep Architecture	Percentage of sleep time < 90% oxygen saturation			numeric
LOFTHF	nsrr_pctdursp_sr	nsrr_pctdursp_srPercentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography			numeric
LOFTHF	nsrr_tst_f1	nsrr_tst_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
LOFTHF	nsrr_ttleffsp_f1	nsrr_ttleffsp_f1Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography			numeric
LOFTHF	nsrr_ttllatsp_f1	nsrr_ttllatsp_f1Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography			numeric
LOFTHF	subinfo_age_at_consent	subinfo_age_at_consentSubinfo: Participant aged 21 years or older at the date of consent	Administrative/Screening Visit	Subinfo: Participant aged 21 years or older at the date of consent		1:Yes|2:No	choices
LOFTHF	anthro_bp_pe_time	anthro_bp_pe_timeAnthro: Time of current measurements	Anthropometry	Anthro: Time of current measurements			time
LOFTHF	anthro_days_rndm_to_emr	anthro_days_rndm_to_emrAnthro: Days from Randomization to EMR Access	Anthropometry	Anthro: Days from Randomization to EMR Access			integer
LOFTHF	anthro_days_rndm_to_height	anthro_days_rndm_to_heightAnthro: Days from Randomization to Height Measurement	Anthropometry	Anthro: Days from Randomization to Height Measurement			integer
LOFTHF	anthro_days_rndm_to_weight	anthro_days_rndm_to_weightAnthro: Days from Randomization to Weight Measurement	Anthropometry	Anthro: Days from Randomization to Weight Measurement			integer
LOFTHF	anthro_days_rndm_to_nyha_class	anthro_days_rndm_to_nyha_classAnthro: Days from Randomization to NYHA Classification	Clinical Data/Vascular Measures	Anthro: Days from Randomization to NYHA Classification			integer
LOFTHF	anthro_days_rndm_to_hr	anthro_days_rndm_to_hrAnthro: Days from Randomization to Heart Rate Measurement	Clinical Data/Vital Signs	Anthro: Days from Randomization to Heart Rate Measurement			integer
LOFTHF	anthro_days_rndm_to_rest_bp	anthro_days_rndm_to_rest_bpAnthro: Days from Randomization to Resting Blood Pressure Measurement	Clinical Data/Vital Signs/Seated Blood Pressure	Anthro: Days from Randomization to Resting Blood Pressure Measurement			integer
MESA	mesaid	mesaidMESA BioLINCC ID	Administrative	MESA BioLINCC ID			identifier
MESA	nsrrid	nsrridNSRR subject identifier	Administrative	NSRR subject identifier			identifier
MESA	nsrr_ahi_hp3r_aasm15	nsrr_ahi_hp3r_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep			numeric
MESA	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
MESA	nsrr_pctdursp_s1	nsrr_pctdursp_s1Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography			numeric
MESA	nsrr_pctdursp_s2	nsrr_pctdursp_s2Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography			numeric
MESA	nsrr_pctdursp_s3	nsrr_pctdursp_s3Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography			numeric
MESA	nsrr_pctdursp_sr	nsrr_pctdursp_srPercentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography			numeric
MESA	nsrr_tib_f1	nsrr_tib_f1Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography			numeric
MESA	nsrr_tst_f1	nsrr_tst_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
MESA	nsrr_ttleffsp_f1	nsrr_ttleffsp_f1Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography			numeric
MESA	nsrr_ttllatsp_f1	nsrr_ttllatsp_f1Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography			integer
MESA	nsrr_ttlmefsp_f1	nsrr_ttlmefsp_f1Sleep Maintenance Efficiency: the proportion of total sleep duration (i.e., total sleep time) in sleep period (i.e., interval between sleep onset and offset including wake) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Maintenance Efficiency: the proportion of total sleep duration (i.e., total sleep time) in sleep period (i.e., interval between sleep onset and offset including wake) from polysomnography			numeric
MESA	nsrr_waso_f1	nsrr_waso_f1Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography			numeric
MESA	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Sociodemographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
MESA	avgefficiency5	avgefficiency5Average daily sleep efficiency in all days from actigraphy	Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns	Average daily sleep efficiency in all days from actigraphy			numeric
MESA	avgmainsleep5	avgmainsleep5Average daily total sleep duration in main sleep in all days from actigraphy	Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns	Average daily total sleep duration in main sleep in all days from actigraphy			numeric
MESA	avgsleepmidpoint5	avgsleepmidpoint5Average daily midpoint for sleep period in all days from actigraphy	Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns	Average daily midpoint for sleep period in all days from actigraphy			time
MESA	avgwaso5	avgwaso5Average daily duration of wake after sleep onset (waso) in all days from actigraphy	Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns	Average daily duration of wake after sleep onset (waso) in all days from actigraphy			numeric
MESA	ahi_a0h3a	ahi_a0h3aApnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Disordered Breathing/Apnea-Hypopnea Frequency Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography			numeric
MESA	ahi_a0h4	ahi_a0h4Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Disordered Breathing/Apnea-Hypopnea Frequency Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography			numeric
MESA	time_bed5	time_bed5Total In-bed Period: the interval between lights out/in-bed time and lights off/out-bed time from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Total In-bed Period: the interval between lights out/in-bed time and lights off/out-bed time from type II polysomnography			numeric
MESA	timeremp5	timeremp5Percentage of total sleep duration in REM from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Percentage of total sleep duration in REM from type II polysomnography			numeric
MESA	times34p5	times34p5Percentage of total sleep duration in Stage 3 and 4 from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Percentage of total sleep duration in Stage 3 and 4 from type II polysomnography			numeric
MESA	timest1p5	timest1p5Percentage of total sleep duration in Stage 1 from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Percentage of total sleep duration in Stage 1 from type II polysomnography			numeric
MESA	timest2p5	timest2p5Percentage of total sleep duration in Stage 2 from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Percentage of total sleep duration in Stage 2 from type II polysomnography			numeric
MESA	waso5	waso5Wake after Sleep Onset: the total duration between sleep onset and sleep offset time while being awake from type II polysomnography	Sleep and Circadian Studies/Polysomnography/Sleep Electroencephalogram (EEG)/Sleep Architecture	Wake after Sleep Onset: the total duration between sleep onset and sleep offset time while being awake from type II polysomnography			numeric
MROS	nsrrid	nsrridNSRR MrOS Participant Identifier	Administrative	NSRR MrOS Participant Identifier			identifier
MROS	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
MROS	nsrr_ahi_hp3r_aasm15	nsrr_ahi_hp3r_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep			numeric
MROS	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
MROS	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
MROS	poslpeff	poslpeffSleep Efficiency: the proportion of estimated sleep duration in in-bed period from type II polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Sleep Efficiency: the proportion of estimated sleep duration in in-bed period from type II polysomnography			numeric
MROS	poslprdp	poslprdpTotal Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from type II polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from type II polysomnography			numeric
MROS	powaso	powasoWake after Sleep Onset: the total duration between sleep onset and sleep offset time while being awake from type II polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Wake after Sleep Onset: the total duration between sleep onset and sleep offset time while being awake from type II polysomnography			numeric
MSP	id	idId	Administrative	Id			identifier
