study_name	variable_name	variable_label	folder	description	visit	domain	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
HEARTBEAT	heartallmean	heartallmeanAverage heart rate	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average heart rate	65 years or older		numeric		beats per minute	124	66.7	9.3	66.0	50.8	93.4	-
HEARTBEAT	sysallmean	sysallmeanAverage systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	Baseline		numeric		millimeters of mercury	313	124.0	14.7	123.8	89.9	181.5	5
HEARTBEAT	sysallmean	sysallmeanAverage systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	Follow-up		numeric		millimeters of mercury	298	124.9	15.4	123.4	88.8	199.0	3
HEARTBEAT	sysallmean	sysallmeanAverage systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	65 years or older		numeric		millimeters of mercury	125	127.5	14.8	126.8	95.1	181.5	1
HEARTBEAT	sysallmean	sysallmeanAverage systolic pressure	Clinical Data/Vital Signs/Ambulatory Blood Pressure	Average systolic pressure	65 years or older		numeric		millimeters of mercury	124	126.5	14.6	124.4	96.6	165.5	-
HEARTBEAT	diasmean	diasmeanDiastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	Baseline		numeric		millimeters of mercury	318	73.8	9.9	74.0	36.0	104.7	-
HEARTBEAT	diasmean	diasmeanDiastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	Follow-up		numeric		millimeters of mercury	299	73.4	9.3	73.3	48.0	108.0	2
HEARTBEAT	diasmean	diasmeanDiastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	126	70.9	9.0	70.0	36.0	93.7	-
HEARTBEAT	diasmean	diasmeanDiastolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	124	69.9	8.3	70.0	51.3	90.0	-
HEARTBEAT	pulsemean	pulsemeanPulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	Baseline		numeric		beats per minute	317	66.9	9.9	65.3	47.3	100.0	1
HEARTBEAT	pulsemean	pulsemeanPulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	Follow-up		numeric		beats per minute	299	66.6	10.1	65.3	43.3	98.7	2
HEARTBEAT	pulsemean	pulsemeanPulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	65 years or older		numeric		beats per minute	126	64.0	8.2	62.7	48.7	96.7	-
HEARTBEAT	pulsemean	pulsemeanPulse mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Pulse mean (3 measurements)	65 years or older		numeric		beats per minute	124	65.4	9.6	64.7	48.3	96.0	-
HEARTBEAT	sysmean	sysmeanSystolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	Baseline		numeric		millimeters of mercury	318	126.7	15.3	125.3	91.3	188.7	-
HEARTBEAT	sysmean	sysmeanSystolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	Follow-up		numeric		millimeters of mercury	299	126.6	14.8	126.0	88.0	206.0	2
HEARTBEAT	sysmean	sysmeanSystolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	126	128.2	16.3	128.0	91.3	175.7	-
HEARTBEAT	sysmean	sysmeanSystolic blood pressure mean (3 measurements)	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure mean (3 measurements)	65 years or older		numeric		millimeters of mercury	124	127.7	15.6	128.2	88.0	206.0	-
HEARTBEAT	agecat	agecatAge category	Demographics	Age category			choices									
HEARTBEAT	calc_age	calc_ageAge of the participant	Demographics	Age of the participant	Baseline		numeric		years	318	63.0	7.3	63.2	45.1	75.6	-
HEARTBEAT	calc_age	calc_ageAge of the participant	Demographics	Age of the participant	Follow-up		numeric		years	300	63.2	7.3	63.4	45.3	75.8	1
HEARTBEAT	calc_age	calc_ageAge of the participant	Demographics	Age of the participant	65 years or older		numeric		years	126	70.2	2.9	70.0	65.0	75.6	-
HEARTBEAT	calc_age	calc_ageAge of the participant	Demographics	Age of the participant	65 years or older		numeric		years	124	70.2	3.0	70.0	65.0	75.8	-
HEARTBEAT	ethnicity	ethnicityEthnicity of the participant	Demographics	Ethnicity of the participant			choices									
HEARTBEAT	male	maleGender of the participant	Demographics	Gender of the participant			choices									
HEARTBEAT	race7	race7Race of the participant	Demographics	Race of the participant			choices									
HEARTBEAT	phqtotal	phqtotalPatient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	Baseline		numeric			318	5.5	5.0	4.0	0.0	25.0	-
HEARTBEAT	phqtotal	phqtotalPatient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	Follow-up		numeric			301	4.3	4.1	3.0	0.0	20.0	-
HEARTBEAT	phqtotal	phqtotalPatient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	65 years or older		numeric			126	4.1	4.2	3.0	0.0	25.0	-
HEARTBEAT	phqtotal	phqtotalPatient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score	65 years or older		numeric			124	3.3	3.4	3.0	0.0	18.0	-
HEARTBEAT	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Baseline		numeric		kilograms per square meter	318	34.4	6.4	33.3	21.6	64.4	-
HEARTBEAT	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Follow-up		numeric		kilograms per square meter	-	-	-	-	-	-	-
HEARTBEAT	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Baseline		numeric		millimeters of mercury	318	73.8	9.9	74.0	36.0	104.7	-
HEARTBEAT	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Follow-up		numeric		millimeters of mercury	-	-	-	-	-	-	-
HEARTBEAT	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Baseline		numeric		millimeters of mercury	318	126.7	15.3	125.3	91.3	188.7	-
HEARTBEAT	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Follow-up		numeric		millimeters of mercury	-	-	-	-	-	-	-
HEARTBEAT	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Baseline		numeric		years	318	63.0	7.3	63.2	45.1	75.6	-
HEARTBEAT	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Follow-up		numeric		years	-	-	-	-	-	-	-
HEARTBEAT	nsrr_ethnicity	nsrr_ethnicitySubject ethnicity	Harmonized/Demographics	Subject ethnicity			choices									
HEARTBEAT	nsrr_race	nsrr_raceSubject race	Harmonized/Demographics	Subject race			choices									
HEARTBEAT	nsrr_sex	nsrr_sexSubject sex	Harmonized/Demographics	Subject sex			choices									
HEARTBEAT	nsrr_current_smoker	nsrr_current_smokerCurrently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health	Currently smoking cigarettes			choices									
HEARTBEAT	nsrr_ever_smoker	nsrr_ever_smokerEver smoked cigarettes	Harmonized/Lifestyle and Behavioral Health	Ever smoked cigarettes			choices									
HEARTBEAT	nsrr_ahi_hp3u	nsrr_ahi_hp3uApnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Baseline		numeric		events per hour	315	25.1	8.4	23.0	14.6	49.3	3
HEARTBEAT	nsrr_ahi_hp3u	nsrr_ahi_hp3uApnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (Apneas and hypopneas with >= 3% oxygen desaturation) / hour of sleep	Follow-up		numeric		events per hour	-	-	-	-	-	-	-
HEARTBEAT	excl05_escore	excl05_escoreEpworth Sleepiness Scale score at screening	Administrative/Eligibility	Epworth Sleepiness Scale score at screening	Baseline		numeric			318	8.9	3.6	9.0	0.0	15.0	-
HEARTBEAT	excl05_escore	excl05_escoreEpworth Sleepiness Scale score at screening	Administrative/Eligibility	Epworth Sleepiness Scale score at screening	Follow-up		numeric			-	-	-	-	-	-	-
HEARTBEAT	excl05_escore	excl05_escoreEpworth Sleepiness Scale score at screening	Administrative/Eligibility	Epworth Sleepiness Scale score at screening	65 years or older		numeric			126	8.5	3.6	9.0	0.0	15.0	-
HEARTBEAT	exclusion06	exclusion06Current or past oxygen or Continuous Positive Airway Pressure (CPAP) use	Administrative/Eligibility	Current or past oxygen or Continuous Positive Airway Pressure (CPAP) use			choices									
HEARTBEAT	incl01_age	incl01_ageAge of participant at screening	Administrative/Eligibility	Age of participant at screening	Baseline		numeric		years	318	62.4	7.3	63.0	45.0	75.0	-
HEARTBEAT	incl01_age	incl01_ageAge of participant at screening	Administrative/Eligibility	Age of participant at screening	Follow-up		numeric		years	-	-	-	-	-	-	-
HEARTBEAT	incl01_age	incl01_ageAge of participant at screening	Administrative/Eligibility	Age of participant at screening	65 years or older		numeric		years	126	69.5	3.2	69.0	55.0	75.0	-
HEARTBEAT	incl04_angio	incl04_angioEstablished coronary artery disease (CAD): Angiostenosis	Administrative/Eligibility	Established coronary artery disease (CAD): Angiostenosis			choices									
HEARTBEAT	incl04_bmi30	incl04_bmi30Coronary artery disease (CAD) risk factors: Body mass index (BMI) greater than 30	Administrative/Eligibility	Coronary artery disease (CAD) risk factors: Body mass index (BMI) greater than 30			choices									
HEARTBEAT	incl04_carp	incl04_carpEstablished coronary artery disease (CAD): Coronary artery revascularization procedure (CARP)	Administrative/Eligibility	Established coronary artery disease (CAD): Coronary artery revascularization procedure (CARP)			choices									
HEARTBEAT	incl04_diab	incl04_diabCoronary artery disease (CAD) risk factors: Diabetes	Administrative/Eligibility	Coronary artery disease (CAD) risk factors: Diabetes			choices									
HEARTBEAT	incl04_dyslipid	incl04_dyslipidCoronary artery disease (CAD) risk factors: Dyslipidemia	Administrative/Eligibility	Coronary artery disease (CAD) risk factors: Dyslipidemia			choices									
HEARTBEAT	incl04_htn	incl04_htnCoronary artery disease (CAD) risk factors: Hypertension (HTN)	Administrative/Eligibility	Coronary artery disease (CAD) risk factors: Hypertension (HTN)			choices									
HEARTBEAT	incl04_priormi	incl04_priormiEstablished coronary artery disease (CAD): Prior myocardial infarction (MI)	Administrative/Eligibility	Established coronary artery disease (CAD): Prior myocardial infarction (MI)			choices									
HEARTBEAT	incl05_bscore	incl05_bscoreBerlin scale score at screening	Administrative/Eligibility	Berlin scale score at screening			choices									
HEARTBEAT	inclusion04	inclusion04Established coronary artery disease (CAD) or risk factors	Administrative/Eligibility	Established coronary artery disease (CAD) or risk factors			choices									
HEARTBEAT	inclusion05	inclusion05Berlin score greater than 2	Administrative/Eligibility	Berlin score greater than 2			choices									
HEARTBEAT	rctsource	rctsourceRecruitment source	Administrative/Eligibility	Recruitment source			choices									
HEARTBEAT	cadpresent	cadpresentPresence of established coronary artery disease (CAD)	Administrative/Randomization	Presence of established coronary artery disease (CAD)			choices									
HEARTBEAT	bmi_scrn	bmi_scrnBody mass index (BMI) at screening visit	Administrative/Screening Visit	Body mass index (BMI) at screening visit	Baseline		numeric		kilograms per meter squared	318	33.4	5.8	32.3	16.0	54.6	-
HEARTBEAT	bmi_scrn	bmi_scrnBody mass index (BMI) at screening visit	Administrative/Screening Visit	Body mass index (BMI) at screening visit	Follow-up		numeric		kilograms per meter squared	-	-	-	-	-	-	-
HEARTBEAT	bmi_scrn	bmi_scrnBody mass index (BMI) at screening visit	Administrative/Screening Visit	Body mass index (BMI) at screening visit	65 years or older		numeric		kilograms per meter squared	126	31.9	5.2	31.4	16.0	46.8	-
HEARTBEAT	adverseevent	adverseeventWithdrawal Reason: Adverse event or serious adverse event	Administrative/Withdrawal	Withdrawal Reason: Adverse event or serious adverse event			choices									
HEARTBEAT	ahihigh	ahihighWithdrawal Reason: Apnea-Hypopnea Index greater than 50	Administrative/Withdrawal	Withdrawal Reason: Apnea-Hypopnea Index greater than 50			choices									
HEARTBEAT	ahilow	ahilowWithdrawal Reason: Apnea-Hypopnea Index less than 15	Administrative/Withdrawal	Withdrawal Reason: Apnea-Hypopnea Index less than 15			choices									
HEARTBEAT	centap	centapWithdrawal Reason: Central sleep apnea index greater than 5	Administrative/Withdrawal	Withdrawal Reason: Central sleep apnea index greater than 5			choices									
HEARTBEAT	dissatisfaction	dissatisfactionWithdrawal Reason: Dissatisfaction with treatment	Administrative/Withdrawal	Withdrawal Reason: Dissatisfaction with treatment			choices									
HEARTBEAT	failpm	failpmWithdrawal Reason: Unable to complete successful portable monitor	Administrative/Withdrawal	Withdrawal Reason: Unable to complete successful portable monitor			choices									
HEARTBEAT	illness	illnessWithdrawal Reason: Significant concurrent illness	Administrative/Withdrawal	Withdrawal Reason: Significant concurrent illness			choices									
HEARTBEAT	lastvisit	lastvisitWithdrawal: Last visit completed	Administrative/Withdrawal	Withdrawal: Last visit completed			choices									
HEARTBEAT	lossinterest	lossinterestWithdrawal Reason: Loss of interest in the study	Administrative/Withdrawal	Withdrawal Reason: Loss of interest in the study			choices									
HEARTBEAT	lostfollowup	lostfollowupWithdrawal Reason: Lost to follow-up	Administrative/Withdrawal	Withdrawal Reason: Lost to follow-up			choices									
HEARTBEAT	noncompliance	noncomplianceWithdrawal Reason: Protocol non-compliance	Administrative/Withdrawal	Withdrawal Reason: Protocol non-compliance			choices									
HEARTBEAT	nopm	nopmWithdrawal Reason: Did not wear portable monitor	Administrative/Withdrawal	Withdrawal Reason: Did not wear portable monitor			choices									
HEARTBEAT	oxysat	oxysatWithdrawal Reason: Nocturnal oxygen saturation low	Administrative/Withdrawal	Withdrawal Reason: Nocturnal oxygen saturation low			choices									
HEARTBEAT	relocation	relocationWithdrawal Reason: Relocation	Administrative/Withdrawal	Withdrawal Reason: Relocation			choices									
HEARTBEAT	withdrawnconsent	withdrawnconsentWithdrawal Reason: Withdrawn consent	Administrative/Withdrawal	Withdrawal Reason: Withdrawn consent			choices									
HEARTBEAT	withother	withotherWithdrawal Reason: Other reason	Administrative/Withdrawal	Withdrawal Reason: Other reason			choices									
HEARTBEAT	hipcm1	hipcm1Hip measurement 1	Anthropometry	Hip measurement 1	Baseline		numeric		centimeters	318	115.1	13.0	112.7	88.5	177.0	-
HEARTBEAT	hipcm1	hipcm1Hip measurement 1	Anthropometry	Hip measurement 1	Follow-up		numeric		centimeters	298	114.7	12.6	112.9	90.5	173.5	3
HEARTBEAT	hipcm1	hipcm1Hip measurement 1	Anthropometry	Hip measurement 1	65 years or older		numeric		centimeters	126	112.6	10.8	111.9	88.5	137.2	-
HEARTBEAT	hipcm1	hipcm1Hip measurement 1	Anthropometry	Hip measurement 1	65 years or older		numeric		centimeters	124	111.5	10.0	111.0	90.5	140.7	-
HEARTBEAT	hipcm2	hipcm2Hip measurement 2	Anthropometry	Hip measurement 2	Baseline		numeric		centimeters	318	115.2	13.0	113.0	86.5	178.0	-
HEARTBEAT	hipcm2	hipcm2Hip measurement 2	Anthropometry	Hip measurement 2	Follow-up		numeric		centimeters	298	114.7	12.7	112.7	89.0	173.8	3
HEARTBEAT	hipcm2	hipcm2Hip measurement 2	Anthropometry	Hip measurement 2	65 years or older		numeric		centimeters	126	112.7	10.7	112.0	86.5	137.0	-
HEARTBEAT	hipcm2	hipcm2Hip measurement 2	Anthropometry	Hip measurement 2	65 years or older		numeric		centimeters	124	111.5	10.0	110.6	90.5	140.5	-
HEARTBEAT	neckcm1	neckcm1Neck measurement 1	Anthropometry	Neck measurement 1	Baseline		numeric		centimeters	318	42.2	3.7	42.2	32.8	53.0	-
HEARTBEAT	neckcm1	neckcm1Neck measurement 1	Anthropometry	Neck measurement 1	Follow-up		numeric		centimeters	299	41.9	4.3	41.8	17.0	52.0	2
HEARTBEAT	neckcm1	neckcm1Neck measurement 1	Anthropometry	Neck measurement 1	65 years or older		numeric		centimeters	126	41.7	3.8	42.0	32.8	50.5	-
HEARTBEAT	neckcm1	neckcm1Neck measurement 1	Anthropometry	Neck measurement 1	65 years or older		numeric		centimeters	124	41.1	4.8	41.2	17.0	50.0	-
HEARTBEAT	neckcm2	neckcm2Neck measurement 2	Anthropometry	Neck measurement 2	Baseline		numeric		centimeters	318	42.1	3.8	42.2	32.5	53.5	-
HEARTBEAT	neckcm2	neckcm2Neck measurement 2	Anthropometry	Neck measurement 2	Follow-up		numeric		centimeters	299	41.8	4.3	41.9	16.5	52.5	2
HEARTBEAT	neckcm2	neckcm2Neck measurement 2	Anthropometry	Neck measurement 2	65 years or older		numeric		centimeters	126	41.7	3.9	41.8	32.5	50.0	-
HEARTBEAT	neckcm2	neckcm2Neck measurement 2	Anthropometry	Neck measurement 2	65 years or older		numeric		centimeters	124	41.0	4.8	41.0	16.5	49.5	-
HEARTBEAT	waistcm1	waistcm1Waist measurement 1	Anthropometry	Waist measurement 1	Baseline		numeric		centimeters	317	113.4	13.6	111.7	79.0	157.5	1
HEARTBEAT	waistcm1	waistcm1Waist measurement 1	Anthropometry	Waist measurement 1	Follow-up		numeric		centimeters	299	113.2	13.6	112.0	82.0	167.0	2
HEARTBEAT	waistcm1	waistcm1Waist measurement 1	Anthropometry	Waist measurement 1	65 years or older		numeric		centimeters	126	111.3	13.1	109.8	79.0	146.0	-
HEARTBEAT	waistcm1	waistcm1Waist measurement 1	Anthropometry	Waist measurement 1	65 years or older		numeric		centimeters	124	110.5	12.3	108.3	82.5	141.4	-
HEARTBEAT	waistcm2	waistcm2Waist measurement 2	Anthropometry	Waist measurement 2	Baseline		numeric		centimeters	317	113.4	13.5	111.9	78.5	158.0	1
HEARTBEAT	waistcm2	waistcm2Waist measurement 2	Anthropometry	Waist measurement 2	Follow-up		numeric		centimeters	299	113.3	13.6	111.5	83.0	167.0	2
HEARTBEAT	waistcm2	waistcm2Waist measurement 2	Anthropometry	Waist measurement 2	65 years or older		numeric		centimeters	126	111.3	12.9	110.0	78.5	142.4	-
HEARTBEAT	waistcm2	waistcm2Waist measurement 2	Anthropometry	Waist measurement 2	65 years or older		numeric		centimeters	124	110.7	12.4	108.5	83.0	141.0	-
HEARTBEAT	atrfib	atrfibAtrial fibrillation	Clinical Data/Diagnostic Studies/Electrocardiogram	Atrial fibrillation			choices									
HEARTBEAT	atrflu	atrfluAtrial flutter	Clinical Data/Diagnostic Studies/Electrocardiogram	Atrial flutter			choices									
HEARTBEAT	atrialenl	atrialenlAtrial enlargement	Clinical Data/Diagnostic Studies/Electrocardiogram	Atrial enlargement			choices									
HEARTBEAT	avcondis	avcondisAtrioventricular conduction disturbance	Clinical Data/Diagnostic Studies/Electrocardiogram	Atrioventricular conduction disturbance			choices									
HEARTBEAT	earlyrep	earlyrepEarly repolarization	Clinical Data/Diagnostic Studies/Electrocardiogram	Early repolarization			choices									
HEARTBEAT	ecgcomments_text	ecgcomments_textComments	Clinical Data/Diagnostic Studies/Electrocardiogram	Comments			string									
HEARTBEAT	ectopy	ectopyEctopy	Clinical Data/Diagnostic Studies/Electrocardiogram	Ectopy			choices									
HEARTBEAT	hypertro	hypertroHypertrophy	Clinical Data/Diagnostic Studies/Electrocardiogram	Hypertrophy			choices									
HEARTBEAT	infarct	infarctInfarct	Clinical Data/Diagnostic Studies/Electrocardiogram	Infarct			choices									
HEARTBEAT	ischant	ischantIschemia: anterior wall	Clinical Data/Diagnostic Studies/Electrocardiogram	Ischemia: anterior wall			choices									
HEARTBEAT	ischinf	ischinfIschemia: inferior wall	Clinical Data/Diagnostic Studies/Electrocardiogram	Ischemia: inferior wall			choices									
HEARTBEAT	ischlat	ischlatIschemia: lateral wall	Clinical Data/Diagnostic Studies/Electrocardiogram	Ischemia: lateral wall			choices									
HEARTBEAT	ischmore	ischmoreIschemia: more than one pattern	Clinical Data/Diagnostic Studies/Electrocardiogram	Ischemia: more than one pattern			choices									
HEARTBEAT	ischnone	ischnoneIschemia: none	Clinical Data/Diagnostic Studies/Electrocardiogram	Ischemia: none			choices									
HEARTBEAT	normrhythm	normrhythmNormal sinus rhythm	Clinical Data/Diagnostic Studies/Electrocardiogram	Normal sinus rhythm			choices									
HEARTBEAT	oldinfarct	oldinfarctOld infarct	Clinical Data/Diagnostic Studies/Electrocardiogram	Old infarct			choices									
HEARTBEAT	pacemaker	pacemakerPacemaker	Clinical Data/Diagnostic Studies/Electrocardiogram	Pacemaker			choices									
HEARTBEAT	paxis	paxisP axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	Baseline		numeric		degrees	292	44.7	21.4	44.0	0.0	158.0	26
HEARTBEAT	paxis	paxisP axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	Follow-up		numeric		degrees	265	45.1	22.1	46.0	0.0	140.0	36
HEARTBEAT	paxis	paxisP axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	65 years or older		numeric		degrees	109	46.8	21.0	46.0	0.0	111.0	17
HEARTBEAT	paxis	paxisP axis	Clinical Data/Diagnostic Studies/Electrocardiogram	P axis	65 years or older		numeric		degrees	109	48.7	26.1	50.0	0.0	140.0	15
HEARTBEAT	pdur	pdurP wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	Baseline		numeric		milliseconds	235	114.0	25.7	112.0	60.0	420.0	83
HEARTBEAT	pdur	pdurP wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	Follow-up		numeric		milliseconds	235	111.1	17.1	112.0	44.0	154.0	66
HEARTBEAT	pdur	pdurP wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	65 years or older		numeric		milliseconds	89	114.4	37.8	110.0	60.0	420.0	37
HEARTBEAT	pdur	pdurP wave duration	Clinical Data/Diagnostic Studies/Electrocardiogram	P wave duration	65 years or older		numeric		milliseconds	94	107.4	19.4	112.0	46.0	154.0	30
HEARTBEAT	printerval	printervalPR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	Baseline		numeric		milliseconds	302	174.4	29.5	172.0	78.0	304.0	16
HEARTBEAT	printerval	printervalPR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	Follow-up		numeric		milliseconds	279	176.0	35.6	174.0	80.0	486.0	22
HEARTBEAT	printerval	printervalPR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	65 years or older		numeric		milliseconds	117	179.5	34.2	174.0	80.0	304.0	9
HEARTBEAT	printerval	printervalPR interval	Clinical Data/Diagnostic Studies/Electrocardiogram	PR interval	65 years or older		numeric		milliseconds	112	179.4	35.6	176.0	80.0	296.0	12
HEARTBEAT	qrsaxis	qrsaxisQRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	Baseline		numeric		degrees	224	28.9	25.3	25.0	0.0	128.0	94
HEARTBEAT	qrsaxis	qrsaxisQRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	Follow-up		numeric		degrees	203	29.8	25.9	25.0	0.0	175.0	98
HEARTBEAT	qrsaxis	qrsaxisQRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	65 years or older		numeric		degrees	83	25.4	23.5	24.0	0.0	125.0	43
HEARTBEAT	qrsaxis	qrsaxisQRS axis	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS axis	65 years or older		numeric		degrees	79	30.1	29.9	22.0	0.0	175.0	45
HEARTBEAT	qrsdur	qrsdurQRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	Baseline		numeric		milliseconds	317	98.5	18.6	96.0	64.0	204.0	1
HEARTBEAT	qrsdur	qrsdurQRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	Follow-up		numeric		milliseconds	294	98.6	19.8	94.0	62.0	196.0	7
HEARTBEAT	qrsdur	qrsdurQRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	65 years or older		numeric		milliseconds	125	99.8	20.3	96.0	72.0	170.0	1
HEARTBEAT	qrsdur	qrsdurQRS complex duration	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS complex duration	65 years or older		numeric		milliseconds	122	99.3	21.0	94.0	62.0	186.0	2
HEARTBEAT	qrsivcd	qrsivcdIntraventricular conduction delay	Clinical Data/Diagnostic Studies/Electrocardiogram	Intraventricular conduction delay			choices									
HEARTBEAT	qrslbbb	qrslbbbLeft bundle branch block	Clinical Data/Diagnostic Studies/Electrocardiogram	Left bundle branch block			choices									
HEARTBEAT	qrsnone	qrsnoneQRS conduction block: none	Clinical Data/Diagnostic Studies/Electrocardiogram	QRS conduction block: none			choices									
HOMEPAP	treatmentarm	treatmentarmTreatment arm	Administrative	Treatment arm			choices									
HOMEPAP	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Baseline Visit		numeric		kilograms per meters squared	364	37.2	8.9	35.5	22.0	71.5	9
HOMEPAP	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Month 1 Follow-up Visit		numeric		kilograms per meters squared	-	-	-	-	-	-	-
HOMEPAP	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Month 3 Follow-up Visit		numeric		kilograms per meters squared	140	38.7	9.1	37.2	23.3	72.8	233
HOMEPAP	diastolic	diastolicDiastolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	80.7	9.5	81.0	53.0	109.0	9
HOMEPAP	diastolic	diastolicDiastolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	152	78.8	10.2	80.0	53.0	111.0	221
HOMEPAP	diastolic	diastolicDiastolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	140	77.5	10.6	78.0	51.0	109.0	233
HOMEPAP	systolic	systolicSystolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure	Baseline Visit		numeric		millimeters of mercury	364	126.6	12.7	126.0	95.0	167.0	9
HOMEPAP	systolic	systolicSystolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure	Month 1 Follow-up Visit		numeric		millimeters of mercury	152	128.4	17.3	126.0	100.0	226.0	221
HOMEPAP	systolic	systolicSystolic blood pressure	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure	Month 3 Follow-up Visit		numeric		millimeters of mercury	140	127.4	14.5	126.0	95.0	179.0	233
HOMEPAP	ethnicity	ethnicityEthnicity	Demographics	Ethnicity			choices									
HOMEPAP	gender	genderGender	Demographics	Gender			choices									
HOMEPAP	race7	race7Race	Demographics	Race			choices									
