study_name	variable_name	type	category
CFS	bpmavg	numeric	continuous
CFS	bpmmax	numeric	continuous
CFS	bpmmin	numeric	continuous
CFS	avgrplm	numeric	continuous
CFS	lmar	numeric	continuous
CFS	noplm	numeric	continuous
CFS	plmaslp	numeric	continuous
CFS	avgsat	numeric	continuous
CFS	minsat	numeric	continuous
CFS	apnea3	numeric	continuous
CFS	cavgdur	numeric	continuous
CFS	havgdur	numeric	continuous
CFS	longap	numeric	continuous
CFS	longhyp	numeric	continuous
CFS	oavgdur	numeric	continuous
CFS	nsupinep	numeric	continuous
CFS	pctsa75h	numeric	continuous
CFS	pctsa80h	numeric	continuous
CFS	pctsa85h	numeric	continuous
CFS	supinep	numeric	continuous
CFS	essscor	numeric	continuous
CFS	fosq_actlev	numeric	continuous
CFS	fosq_genprd	numeric	continuous
CFS	fosq_global	numeric	continuous
CHAT	ant3	numeric	continuous
CHAT	ant4	numeric	continuous
CHAT	ant5	numeric	continuous
CHAT	bmiz	numeric	continuous
CHAT	chol	numeric	continuous
CHAT	crp_ug_ml	numeric	continuous
CHAT	glucose_mmol	numeric	continuous
CHAT	hdl_mg_dl	numeric	continuous
CHAT	homa	numeric	continuous
CHAT	insulin_uil_ml	numeric	continuous
CHAT	ldl_mg_dl	numeric	continuous
CHAT	sgl_mg_dl	numeric	continuous
CHAT	trig	numeric	continuous
CHAT	bri13b	numeric	continuous
CHAT	bri13b_tr	numeric	continuous
CHAT	nep10b_nepsy	numeric	continuous
CHAT	bp41	numeric	continuous
CHAT	bp42	numeric	continuous
CHAT	child_age	numeric	continuous
CHAT	nsrr_bmi	numeric	continuous
CHAT	nsrr_bp_diastolic	numeric	continuous
CHAT	nsrr_bp_systolic	numeric	continuous
CHAT	nsrr_age	numeric	continuous
CHAT	nsrr_ahi_hp3r_aasm07	numeric	continuous
CHAT	nsrr_ahi_hp3u	numeric	continuous
CHAT	nsrr_ahi_hp4r	numeric	continuous
CHAT	nsrr_ahi_hp4u	numeric	continuous
CHAT	nsrr_phrnumar_f1	numeric	continuous
CHAT	nsrr_ttldursp_s1sr	numeric	continuous
CHAT	nsrr_ttlprdsp_s1sr	numeric	continuous
CHAT	ahi_a0h3	numeric	continuous
CHAT	ahi_a0h3a	numeric	continuous
CHAT	ahi_a0h4	numeric	continuous
CHAT	ahi_a0h4a	numeric	continuous
CHAT	ahi_c0h3	numeric	continuous
CHAT	ahi_c0h3a	numeric	continuous
CHAT	ahi_c0h4	numeric	continuous
CHAT	ahi_c0h4a	numeric	continuous
CHAT	ahi_o0h3	numeric	continuous
CHAT	ahi_o0h3a	numeric	continuous
CHAT	ahi_o0h4	numeric	continuous
CHAT	ahi_o0h4a	numeric	continuous
CHAT	cardnba	numeric	continuous
CHAT	hmanrop	numeric	continuous
CHAT	omahi3	numeric	continuous
CHAT	omahi3_change	numeric	continuous
CHAT	omai0p	numeric	continuous
CHAT	rdim3p	numeric	continuous
CHAT	rdim3pa	numeric	continuous
CHAT	rdim4p	numeric	continuous
CHAT	rdim4pa	numeric	continuous
CHAT	rdinba	numeric	continuous
CHAT	rdinba2	numeric	continuous
CHAT	rdinba3	numeric	continuous
CHAT	rdinbp	numeric	continuous
CHAT	rdinbp3	numeric	continuous
CHAT	rdinoa3	numeric	continuous
CHAT	rdinop	numeric	continuous
CHAT	rdinop3	numeric	continuous
CHAT	rdirba3	numeric	continuous
CHAT	rdirbp	numeric	continuous
CHAT	rdirbp3	numeric	continuous
CHAT	rdiroa	numeric	continuous
CHAT	rdiroa3	numeric	continuous
DISECAD	nsrr_bmi	numeric	continuous
DISECAD	nsrr_bp_diastolic	numeric	continuous
DISECAD	nsrr_age	numeric	continuous
DISECAD	dise_bmi	numeric	continuous
DISECAD	iq_bmi	numeric	continuous
DISECAD	r_bmi	numeric	continuous
DISECAD	r_height	numeric	continuous
DISECAD	ss_bmi	numeric	continuous
DISECAD	r_hr	numeric	continuous
DISECAD	r_spo2	numeric	continuous
DISECAD	r_diastolicbp	numeric	continuous
DISECAD	r_systolicbp	numeric	continuous
DISECAD	dise_age	numeric	continuous
DISECAD	iq_age	numeric	continuous
DISECAD	r_age	numeric	continuous
DISECAD	ss_age	numeric	continuous
FDCSR	fd_sp_length	numeric	continuous
FDCSR	fd_wp_length	numeric	continuous
FDCSR	cbtamp_circad	numeric	continuous
FDCSR	cbt___amp_t	numeric	continuous
FDCSR	cbt_comp_ampl	numeric	continuous
FDCSR	cbt_tau	numeric	continuous
FDCSR	melamp_circad	numeric	continuous
FDCSR	mel___amp_t	numeric	continuous
FDCSR	mel_comp_amp	numeric	continuous
FDCSR	mel_tau	numeric	continuous
FFCWS	nsrr_age	numeric	continuous
FFCWS	ck6yagem	numeric	continuous
FFCWS	a6_dailytst_mins_mn	numeric	continuous
FFCWS	a6_dailytst_mins_sd	numeric	continuous
FFCWS	a6_dailytst_mins_wk_mn	numeric	continuous
FFCWS	a6_dailytst_mins_wknd_mn	numeric	continuous
FFCWS	a6_dailytst_mins_wknd_sd	numeric	continuous
FFCWS	a6_dailytst_mins_wk_sd	numeric	continuous
FFCWS	a6_nap_mins_mn	numeric	continuous
FFCWS	a6_nap_mins_sd	numeric	continuous
FFCWS	a6_nap_mins_wk_mn	numeric	continuous
FFCWS	a6_nap_mins_wknd_mn	numeric	continuous
FFCWS	a6_nap_mins_wknd_sd	numeric	continuous
FFCWS	a6_nap_mins_wk_sd	numeric	continuous
FFCWS	a6_nap_n_mn	numeric	continuous
FFCWS	a6_nap_n_sum	numeric	continuous
FFCWS	a6_nightsleepdur_mins_wk_mn	numeric	continuous
FFCWS	a6_nightsleepdur_mins_wknd_mn	numeric	continuous
FFCWS	a6_nightsleepdur_mins_wknd_sd	numeric	continuous
FFCWS	a6_nightsleepdur_mins_wk_sd	numeric	continuous
FFCWS	a6_nighttst_mins_mn	numeric	continuous
FFCWS	a6_nighttst_mins_sd	numeric	continuous
FFCWS	a6_nighttst_mins_wk_mn	numeric	continuous
FFCWS	a6_nighttst_mins_wknd_mn	numeric	continuous
FFCWS	a6_nighttst_mins_wknd_sd	numeric	continuous
FFCWS	a6_nighttst_mins_wk_sd	numeric	continuous
FFCWS	a6_restwaso_mins_mn	numeric	continuous
FFCWS	a6_restwaso_mins_sd	numeric	continuous
FFCWS	a6_restwaso_mins_wk_mn	numeric	continuous
FFCWS	a6_restwaso_mins_wknd_mn	numeric	continuous
FFCWS	a6_restwaso_mins_wknd_sd	numeric	continuous
FFCWS	a6_restwaso_mins_wk_sd	numeric	continuous
FFCWS	a6_smeff_mn	numeric	continuous
FFCWS	a6_smeff_sd	numeric	continuous
FFCWS	a6_smeff_wk_mn	numeric	continuous
FFCWS	a6_smeff_wknd_mn	numeric	continuous
FFCWS	a6_smeff_wknd_sd	numeric	continuous
FFCWS	a6_smeff_wk_sd	numeric	continuous
FFCWS	a6_vday_wk_n	numeric	continuous
FFCWS	a6_vday_wknd_n	numeric	continuous
HAASSA	agex7	numeric	continuous
HAASSA	bmix7	numeric	continuous
HAASSA	casix7	numeric	continuous
HAASSA	neckcircx7	numeric	continuous
HCHS	bmi	numeric	continuous
HCHS	nsrr_bmi	numeric	continuous
HCHS	nsrr_bp_diastolic	numeric	continuous
HCHS	nsrr_bp_systolic	numeric	continuous
HCHS	nsrr_age	numeric	continuous
HCHS	nsrr_rei_ap3n	numeric	continuous
HCHS	nsrr_rei_ap4n	numeric	continuous
HCHS	days_s1m1	numeric	continuous
HCHS	list_cnt	numeric	continuous
HCHS	psu_cnt	numeric	continuous
HCHS	strat	numeric	continuous
HCHS	strat_cnt	numeric	continuous
HCHS	weight_final_expanded	numeric	continuous
HCHS	weight_final_norm_center	numeric	continuous
HCHS	weight_final_norm_overall	numeric	continuous
HCHS	weight_norm_overall_sueno	numeric	continuous
HCHS	bmi_sol_sueno	numeric	continuous
HCHS	waist_hip	numeric	continuous
HCHS	fev1_fvc_ratio	numeric	continuous
HCHS	postbd_prebd_diff	numeric	continuous
HCHS	postbd_prebd_diff_gt12_v2	numeric	continuous
HCHS	digitsymbol	numeric	continuous
HCHS	sevlt_3trials	numeric	continuous
HCHS	sevlt_recall	numeric	continuous
HCHS	total_6item	numeric	continuous
HCHS	wordfreq	numeric	continuous
HCHS	cardiac_risk_ratio	numeric	continuous
HCHS	gfrscr	numeric	continuous
HCHS	gfrscys	numeric	continuous
HCHS	gfrscys_scr	numeric	continuous
HCHS	homa_b	numeric	continuous
HEARTBEAT	bmi	numeric	continuous
HEARTBEAT	heightcm	numeric	continuous
HEARTBEAT	hipmean	numeric	continuous
HEARTBEAT	neckmean	numeric	continuous
HEARTBEAT	waistmean	numeric	continuous
HEARTBEAT	weightkg	numeric	continuous
HEARTBEAT	diaallmean	numeric	continuous
HEARTBEAT	heartallmean	numeric	continuous
HEARTBEAT	sysallmean	numeric	continuous
HEARTBEAT	diasmean	numeric	continuous
HEARTBEAT	pulsemean	numeric	continuous
HEARTBEAT	sysmean	numeric	continuous
HEARTBEAT	calc_age	numeric	continuous
HEARTBEAT	phqtotal	numeric	continuous
HEARTBEAT	nsrr_bmi	numeric	continuous
HEARTBEAT	nsrr_bp_diastolic	numeric	continuous
HEARTBEAT	nsrr_bp_systolic	numeric	continuous
HEARTBEAT	nsrr_age	numeric	continuous
HEARTBEAT	nsrr_ahi_hp3u	numeric	continuous
HEARTBEAT	excl05_escore	numeric	continuous
HEARTBEAT	incl01_age	numeric	continuous
HEARTBEAT	bmi_scrn	numeric	continuous
HEARTBEAT	hipcm1	numeric	continuous
HEARTBEAT	hipcm2	numeric	continuous
HEARTBEAT	neckcm1	numeric	continuous
HEARTBEAT	neckcm2	numeric	continuous
HEARTBEAT	waistcm1	numeric	continuous
HEARTBEAT	waistcm2	numeric	continuous
HEARTBEAT	paxis	numeric	continuous
HEARTBEAT	pdur	numeric	continuous
HEARTBEAT	printerval	numeric	continuous
HEARTBEAT	qrsaxis	numeric	continuous
HEARTBEAT	qrsdur	numeric	continuous
HOMEPAP	bmi	numeric	continuous
HOMEPAP	diastolic	numeric	continuous
HOMEPAP	systolic	numeric	continuous
HOMEPAP	sf36_mcs	numeric	continuous
HOMEPAP	sf36_pcs	numeric	continuous
HOMEPAP	nsrr_bmi	numeric	continuous
HOMEPAP	nsrr_bp_diastolic	numeric	continuous
HOMEPAP	nsrr_bp_systolic	numeric	continuous
HOMEPAP	nsrr_age	numeric	continuous
HOMEPAP	avghr	numeric	continuous
HOMEPAP	avghr_d	numeric	continuous
HOMEPAP	avghr_t	numeric	continuous
HOMEPAP	avgsao2	numeric	continuous
HOMEPAP	avgsao2_d	numeric	continuous
HOMEPAP	avgsao2_t	numeric	continuous
HOMEPAP	cal_total	numeric	continuous
HOMEPAP	fosq_global	numeric	continuous
HOMEPAP	avgpapuse	numeric	continuous
HOMEPAP	heightcm	numeric	continuous
HOMEPAP	neckcm	numeric	continuous
HOMEPAP	waistcm	numeric	continuous
HOMEPAP	weightkg	numeric	continuous
HOMEPAP	agg_ment	numeric	continuous
HOMEPAP	agg_phys	numeric	continuous
HOMEPAP	bp_norm	numeric	continuous
HOMEPAP	gh_norm	numeric	continuous
HOMEPAP	pf_norm	numeric	continuous
HOMEPAP	re_norm	numeric	continuous
HOMEPAP	rp_norm	numeric	continuous
HOMEPAP	sf_norm	numeric	continuous
LOFTHF	nsrr_bmi	numeric	continuous
LOFTHF	nsrr_bp_diastolic	numeric	continuous
LOFTHF	nsrr_bp_systolic	numeric	continuous
LOFTHF	nsrr_age	numeric	continuous
LOFTHF	nsrr_ahi_hp3u	numeric	continuous
LOFTHF	nsrr_cai	numeric	continuous
LOFTHF	nsrr_oai	numeric	continuous
LOFTHF	nsrr_phrnumar	numeric	continuous
LOFTHF	nsrr_avglvlhr	numeric	continuous
LOFTHF	nsrr_avglvlsa	numeric	continuous
LOFTHF	nsrr_minlvlsa	numeric	continuous
LOFTHF	nsrr_odi_dsge3	numeric	continuous
LOFTHF	anthro_bp_pe_bmi	numeric	continuous
LOFTHF	anthro_bp_pe_height	numeric	continuous
LOFTHF	anthro_bp_pe_weight	numeric	continuous
LOFTHF	anthro_emr_bmi_calculated	numeric	continuous
LOFTHF	anthro_emr_height	numeric	continuous
LOFTHF	anthro_emr_weight	numeric	continuous
MESA	nsrr_bmi	numeric	continuous
MESA	nsrr_ahi_hp3u	numeric	continuous
MESA	nsrr_ahi_hp4r	numeric	continuous
MESA	nsrr_cai	numeric	continuous
MESA	nsrr_oahi_hp3u	numeric	continuous
MESA	nsrr_oahi_hp3u_pb	numeric	continuous
MESA	nsrr_oahi_hp3u_po	numeric	continuous
MESA	nsrr_oahi_hp3u_sn	numeric	continuous
MESA	nsrr_oahi_hp3u_sr	numeric	continuous
MESA	nsrr_oahi_hp4u	numeric	continuous
MESA	nsrr_oahi_hp4u_sn	numeric	continuous
MESA	nsrr_oahi_hp4u_sr	numeric	continuous
MESA	nsrr_oai	numeric	continuous
MESA	nsrr_phrnumar_f1	numeric	continuous
MESA	nsrr_avglvlsa	numeric	continuous
MESA	nsrr_minlvlsa	numeric	continuous
MESA	nsrr_ttldursp_s1sr	numeric	continuous
MESA	nsrr_ttlprdsp_s1sr	numeric	continuous
MESA	nsrr_age	numeric	continuous
MESA	avgplm5	numeric	continuous
MESA	ahi_a0h3	numeric	continuous
MESA	ahi_a0h4a	numeric	continuous
MESA	ahi_c0h3	numeric	continuous
MESA	ahi_c0h3a	numeric	continuous
MESA	ahi_c0h4	numeric	continuous
MESA	ahi_c0h4a	numeric	continuous
MESA	ahi_o0h3	numeric	continuous
MESA	ahi_o0h3a	numeric	continuous
MESA	ahi_o0h4	numeric	continuous
MESA	ahi_o0h4a	numeric	continuous
MESA	oahi35	numeric	continuous
MESA	pctlt905	numeric	continuous
MESA	cent_obs_ratio	numeric	continuous
MESA	cent_obs_ratioa	numeric	continuous
MESA	ai_all5	numeric	continuous
MESA	bmi5c	numeric	continuous
MESA	htcm5	numeric	continuous
MESA	wtlb5	numeric	continuous
MESA	avnn_fn5	numeric	continuous
MESA	hf_fn5	numeric	continuous
MESA	hfn_fn5	numeric	continuous
MESA	ihr_fn5	numeric	continuous
MESA	lf_fn5	numeric	continuous
MESA	lf_hf_fn5	numeric	continuous
MESA	lfn_fn5	numeric	continuous
MESA	nn_rr_fn5	numeric	continuous
MESA	pnn10_fn5	numeric	continuous
MESA	pnn20_fn5	numeric	continuous
MESA	pnn30_fn5	numeric	continuous
MESA	pnn40_fn5	numeric	continuous
MESA	pnn50_fn5	numeric	continuous
MESA	rmssd_fn5	numeric	continuous
MESA	sdann_fn5	numeric	continuous
MROS	bpbpdiam	numeric	continuous
MROS	bpbpsysm	numeric	continuous
MROS	hwbmi	numeric	continuous
MROS	nsrr_bmi	numeric	continuous
MROS	nsrr_bp_diastolic	numeric	continuous
MROS	nsrr_bp_systolic	numeric	continuous
MROS	nsrr_age	numeric	continuous
MROS	nsrr_ahi_hp3u	numeric	continuous
MROS	nsrr_ahi_hp4r	numeric	continuous
MROS	nsrr_phrnumar_f1	numeric	continuous
MROS	epepwort	numeric	continuous
MROS	fofosq	numeric	continuous
MROS	bpbpdia	numeric	continuous
MROS	bpbpdia2	numeric	continuous
MROS	bpbpsys	numeric	continuous
MROS	bpbpsys2	numeric	continuous
MROS	hw1s2bmi	numeric	continuous
MROS	hw1s2ht	numeric	continuous
MROS	hw1s2wpc	numeric	continuous
MROS	hw1s2wt	numeric	continuous
MROS	hw1sbmi	numeric	continuous
MROS	hw1sht	numeric	continuous
MROS	hw1swt	numeric	continuous
MROS	hw1swtpc	numeric	continuous
MROS	hw2s2bmi	numeric	continuous
MROS	hw2s2ht	numeric	continuous
MROS	hw2s2wpc	numeric	continuous
MROS	hw2s2wt	numeric	continuous
MROS	hw3s2bmi	numeric	continuous
MROS	hw3s2hip	numeric	continuous
MROS	hw3s2ht	numeric	continuous
MROS	hw3s2nck	numeric	continuous
MROS	hw3s2wpc	numeric	continuous
MROS	hw3s2wst	numeric	continuous
MROS	hw3s2wt	numeric	continuous
MROS	hwds2bmi	numeric	continuous
MROS	hwds2ht	numeric	continuous
MROS	hwds2wpc	numeric	continuous
MROS	hwds2wt	numeric	continuous
MROS	hwdsbmi	numeric	continuous
MROS	hwdsht	numeric	continuous
MROS	hwdswt	numeric	continuous
MROS	hwdswtpc	numeric	continuous
MROS	hwhgt	numeric	continuous
MROS	hwhip	numeric	continuous
MROS	hwhip1	numeric	continuous
MROS	hwhip2	numeric	continuous
MROS	hwhip3	numeric	continuous
MROS	hwmeas1	numeric	continuous
MROS	hwmeas2	numeric	continuous
MROS	hwmeas3	numeric	continuous
MROS	hwmeas4	numeric	continuous
MROS	hwneck	numeric	continuous
MROS	hwneck1	numeric	continuous
MROS	hwneck2	numeric	continuous
MROS	hwneck3	numeric	continuous
MROS	hwpulse1	numeric	continuous
MROS	hwpulse2	numeric	continuous
MROS	hwpulsem	numeric	continuous
MROS	hwpulset	numeric	continuous
MROS	hwss2bmi	numeric	continuous
MROS	hwss2hip	numeric	continuous
MROS	hwss2ht	numeric	continuous
MROS	hwss2nck	numeric	continuous
MROS	hwss2wpc	numeric	continuous
MROS	hwss2wst	numeric	continuous
MROS	hwss2wt	numeric	continuous
MROS	hwwais	numeric	continuous
MROS	hwwais1	numeric	continuous
MSP	nsrr_age	numeric	continuous
MSP	nsrr_ahi_hp3u	numeric	continuous
MSP	dia_bp	numeric	continuous
MSP	sys_bp	numeric	continuous
MSP	inf_bw	numeric	continuous
MSP	inf_ga	numeric	continuous
MSP	ahi2	numeric	continuous
MSP	mean_spo	numeric	continuous
MSP	std_spo	numeric	continuous
MSP	dur_spo	numeric	continuous
MSP	remlat	numeric	continuous
NCHSDB	nsrr_bmi	numeric	continuous
NCHSDB	nsrr_bmipct	numeric	continuous
NCHSDB	nsrr_bp_diastolic	numeric	continuous
NCHSDB	nsrr_bp_systolic	numeric	continuous
NCHSDB	nsrr_age	numeric	continuous
NFS	bmi	numeric	continuous
NFS	age	numeric	continuous
NFS	nsrr_bmi	numeric	continuous
NFS	nsrr_age	numeric	continuous
NFS	ravens_totalscore	numeric	continuous
NFS	bai_total	numeric	continuous
NFS	bdi_total	numeric	continuous
NFS	esstotalscore	numeric	continuous
NFS	globalpsqi	numeric	continuous
NFS	psqi_q4average	numeric	continuous
NFS	psqi_q4weekdays	numeric	continuous
NFS	psqi_q4weekends	numeric	continuous
NUMOM2B	bmi	numeric	continuous
NUMOM2B	height	numeric	continuous
NUMOM2B	weight	numeric	continuous
NUMOM2B	nsrr_bmi	numeric	continuous
NUMOM2B	nsrr_age	numeric	continuous
NUMOM2B	nsrr_ahi_hp3u	numeric	continuous
NUMOM2B	ahiq_f1t3	numeric	continuous
NUMOM2B	avgspo2baseline_f1t3	numeric	continuous
NUMOM2B	hi_hp5x0n_f1t3	numeric	continuous
NUMOM2B	hi_pb_hp5x0n_f1t3	numeric	continuous
NUMOM2B	hi_po_hp5x0n_f1t3	numeric	continuous
PATS	nsrr_bmi	numeric	continuous
PATS	nsrr_bp_diastolic	numeric	continuous
PATS	nsrr_age	numeric	continuous
PATS	nsrr_ahi_hp3u	numeric	continuous
PATS	nsrr_ahi_hp4r	numeric	continuous
PATS	nsrr_cai	numeric	continuous
PATS	nsrr_oahi_hp3u	numeric	continuous
PATS	nsrr_oahi_hp3u_pb	numeric	continuous
PATS	nsrr_oahi_hp3u_po	numeric	continuous
PATS	nsrr_oahi_hp3u_sn	numeric	continuous
PATS	nsrr_oahi_hp3u_sr	numeric	continuous
PATS	nsrr_oahi_hp4u	numeric	continuous
PATS	nsrr_oahi_hp4u_pb	numeric	continuous
PATS	nsrr_oahi_hp4u_po	numeric	continuous
PATS	nsrr_oahi_hp4u_sn	numeric	continuous
PATS	nsrr_oahi_hp4u_sr	numeric	continuous
PATS	nsrr_oai	numeric	continuous
PATS	nsrr_phrnumar_f1	numeric	continuous
PATS	nsrr_avglvlsa	numeric	continuous
PATS	nsrr_minlvlsa	numeric	continuous
PATS	nsrr_ttldursp_s1sr	numeric	continuous
PATS	nsrr_ttlprdsp_s1sr	numeric	continuous
PATS	anthro_age	numeric	continuous
PATS	studyinfo_age_at_randomization	numeric	continuous
PIMECFS	nsrr_bmi	numeric	continuous
PIMECFS	nsrr_age	numeric	continuous
PIMECFS	bmi	numeric	continuous
PIMECFS	hip_avg_daily_mets	numeric	continuous
PIMECFS	hip_total_3d_counts	numeric	continuous
PIMECFS	hip_total_steps	numeric	continuous
PIMECFS	hip_total_vertical_counts	numeric	continuous
PIMECFS	wrist_total_3d_counts	numeric	continuous
PIMECFS	promis_slp_rel_imp_tscore	numeric	continuous
PIMECFS	promis_sleep_dist_tscore	numeric	continuous
PIMECFS	age_at_evaluation	numeric	continuous
SANDD	nsrr_bmi	numeric	continuous
SANDD	height_physexam	numeric	continuous
SANDD	weight_physexam	numeric	continuous
SANDD	neuro_number	numeric	continuous
SANDD	reyc01	numeric	continuous
SANDD	reyc02	numeric	continuous
SANDD	reyc03	numeric	continuous
SANDD	reyc04	numeric	continuous
SANDD	reyc05	numeric	continuous
SANDD	reyc06	numeric	continuous
SANDD	reyc07	numeric	continuous
SANDD	reyc08	numeric	continuous
SANDD	reyc09	numeric	continuous
SANDD	reyc10	numeric	continuous
SANDD	reyc11	numeric	continuous
SANDD	reyc12	numeric	continuous
SANDD	reyc13	numeric	continuous
SANDD	reyc14	numeric	continuous
SANDD	reyc15	numeric	continuous
SANDD	reyc16	numeric	continuous
SANDD	reyc17	numeric	continuous
SANDD	reyc18	numeric	continuous
SANDD	rey_copy_raw	numeric	continuous
SANDD	reyc_rawtot	numeric	continuous
SANDD	reyir01	numeric	continuous
SANDD	reyir02	numeric	continuous
SANDD	reyir03	numeric	continuous
SANDD	reyir04	numeric	continuous
SANDD	reyir05	numeric	continuous
SANDD	reyir06	numeric	continuous
SANDD	reyir07	numeric	continuous
SANDD	reyir08	numeric	continuous
SANDD	reyir09	numeric	continuous
SANDD	reyir10	numeric	continuous
SANDD	reyir11	numeric	continuous
SANDD	reyir12	numeric	continuous
SANDD	reyir13	numeric	continuous
SANDD	reyir14	numeric	continuous
SANDD	reyir15	numeric	continuous
SANDD	reyir16	numeric	continuous
SANDD	reyir17	numeric	continuous
SANDD	reyir18	numeric	continuous
SANDD	rey_ir_pct	numeric	continuous
SANDD	rey_ir_raw	numeric	continuous
SANDD	reyir_rawtot	numeric	continuous
SANDD	rey_ir_t	numeric	continuous
SANDD	strp_clr_comp	numeric	continuous
SANDD	strp_clr_err	numeric	continuous
SANDD	strp_int_comp	numeric	continuous
SANDD	strp_int_err	numeric	continuous
SANDD	strp_wrd_comp	numeric	continuous
SANDD	strp_wrd_err	numeric	continuous
SANDD	fas_a	numeric	continuous
SANDD	fas_f	numeric	continuous
SANDD	fas_s	numeric	continuous
SHINE	nsrr_bmi	numeric	continuous
SHINE	nsrr_age	numeric	continuous
SHINE	infant_bmi	numeric	continuous
SHINE	infant_bmiz	numeric	continuous
SHINE	infant_haz	numeric	continuous
SHINE	infant_length	numeric	continuous
SHINE	infant_waz	numeric	continuous
SHINE	infant_weight	numeric	continuous
SHINE	infant_wflz	numeric	continuous
SHINE	biofathht_cm	numeric	continuous
SHINE	biofathwght_kg	numeric	continuous
SHINE	fath_height	numeric	continuous
SHINE	mom_bmi	numeric	continuous
SHINE	mom_height	numeric	continuous
SHINE	mom_weight	numeric	continuous
SHINE	prepreg_bmi	numeric	continuous
SHINE	wt_f	numeric	continuous
SHINE	edindepres1sttri	numeric	continuous
SHINE	epdsscore_mom	numeric	continuous
SHINE	childcareage_mom	numeric	continuous
SHINE	solidfoodage_mom	numeric	continuous
SHHS	bmi_s1	numeric	continuous
SHHS	bmi_s2	numeric	continuous
SHHS	pm202	numeric	continuous
SHHS	weight	numeric	continuous
SHHS	fev1	numeric	continuous
SHHS	fvc	numeric	continuous
SHHS	angina	numeric	continuous
SHHS	cabg	numeric	continuous
SHHS	chf	numeric	continuous
SHHS	mip	numeric	continuous
SHHS	prev_ang	numeric	continuous
SHHS	prev_chf	numeric	continuous
SHHS	prev_mi	numeric	continuous
SHHS	prev_mip	numeric	continuous
SHHS	prev_revpro	numeric	continuous
SHHS	prev_stk	numeric	continuous
SHHS	ptca	numeric	continuous
SHHS	revasc_proc	numeric	continuous
SHHS	stroke	numeric	continuous
SHHS	chol	numeric	continuous
SHHS	hdl	numeric	continuous
SHHS	trig	numeric	continuous
SHHS	diasbp	numeric	continuous
SHHS	systbp	numeric	continuous
SHHS	avg23bpd_s2	numeric	continuous
SHHS	avg23bps_s2	numeric	continuous
SHHS	nsrr_bmi	numeric	continuous
SHHS	nsrr_bp_diastolic	numeric	continuous
SHHS	nsrr_bp_systolic	numeric	continuous
SHHS	nsrr_age	numeric	continuous
SHHS	nsrr_ahi_hp3u	numeric	continuous
SHHS	nsrr_ahi_hp4r	numeric	continuous
SHHS	nsrr_phrnumar_f1	numeric	continuous
SHHS	nsrr_ttldursp_s1sr	numeric	continuous
SHHS	nsrr_ttlprdsp_s1sr	numeric	continuous
SOF	nsrr_bmi	numeric	continuous
SOF	nsrr_bp_diastolic	numeric	continuous
SOF	nsrr_bp_systolic	numeric	continuous
SOF	nsrr_age	numeric	continuous
SOF	nsrr_ahi_hp3u	numeric	continuous
SOF	nsrr_ahi_hp4r	numeric	continuous
SOF	nsrr_phrnumar_f1	numeric	continuous
SOF	nsrr_ttldursp_s1s4	numeric	continuous
SOF	nsrr_ttlprdsp_s1sr	numeric	continuous
SOF	ahi_a0h3	numeric	continuous
SOF	ahi_a0h4a	numeric	continuous
SOF	ahi_c0h3	numeric	continuous
SOF	ahi_c0h4a	numeric	continuous
SOF	ahi_o0h3	numeric	continuous
SOF	ahi_o0h4a	numeric	continuous
SOF	cai0p	numeric	continuous
SOF	oai0p	numeric	continuous
SOF	rdi0p	numeric	continuous
SOF	rdi3p	numeric	continuous
SOF	rdi3pa	numeric	continuous
SOF	rdi4p	numeric	continuous
SOF	noplm	numeric	continuous
SOF	plmaslp	numeric	continuous
SOF	avgsat	numeric	continuous
SOF	minsat	numeric	continuous
SOF	longap	numeric	continuous
SOF	longhyp	numeric	continuous
SOF	oavgdur	numeric	continuous
SOF	oximdur	numeric	continuous
SOF	v8bmi	numeric	continuous
SOF	v8hght	numeric	continuous
SOF	v8wght	numeric	continuous
SOF	v8brstca	numeric	continuous
SOF	v8ppls	numeric	continuous
SOF	v8lbpdia	numeric	continuous
SOF	v8lbpsys	numeric	continuous
SOF	v8age	numeric	continuous
SOF	v8drwk30	numeric	continuous
STAGES	dem_0800	numeric	continuous
STAGES	nsrr_bmi	numeric	continuous
STAGES	nsrr_age	numeric	continuous
STAGES	diet_0300	numeric	continuous
STAGES	diet_0310	numeric	continuous
STAGES	diet_0320	numeric	continuous
STAGES	diet_0330	numeric	continuous
STAGES	diet_0350	numeric	continuous
STAGES	diet_0360	numeric	continuous
STAGES	diet_0370	numeric	continuous
STAGES	diet_0380	numeric	continuous
WSC	bmi	numeric	continuous
WSC	weightkg	numeric	continuous
WSC	zung_index	numeric	continuous
WSC	state	numeric	continuous
WSC	trait	numeric	continuous
WSC	nsrr_bmi	numeric	continuous
WSC	nsrr_bp_diastolic	numeric	continuous
WSC	nsrr_bp_systolic	numeric	continuous
WSC	nsrr_ahi_hp3u	numeric	continuous
WSC	nsrr_avgdurah_hp4u	numeric	continuous
WSC	nsrr_avglvlsa	numeric	continuous
WSC	nsrr_minlvlsa	numeric	continuous
WSC	nsrr_pctdursp_salt90	numeric	continuous
WSC	nsrr_ttlprdsp_s1sr	numeric	continuous
WSC	nsrr_age	numeric	continuous
WSC	dbp_mean	numeric	continuous
WSC	sbp_mean	numeric	continuous
WSC	ahi	numeric	continuous
WSC	ahi3	numeric	continuous
WSC	mslt	numeric	continuous
