study_name	variable_name	variable_label	bdchm_class	CURIE	folder	description	domain	type
HEARTBEAT	pf08	pf08			Medical Outcomes Study SF-36: Health limits walking several hundred yardsItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:Yes, limited a lot|2:Yes, limited a little|3:No, not limited at all	choices
HEARTBEAT	pf09	pf09			Medical Outcomes Study SF-36: Health limits walking one hundred yardsItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:Yes, limited a lot|2:Yes, limited a little|3:No, not limited at all	choices
HEARTBEAT	pf10	pf10			Medical Outcomes Study SF-36: Health limits bathing or dressing yourselfItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:Yes, limited a lot|2:Yes, limited a little|3:No, not limited at all	choices
HEARTBEAT	re01	re01			Medical Outcomes Study SF-36: Emotional problems caused you to cut down the amount of time you spend on work or other activitiesItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	re02	re02			Medical Outcomes Study SF-36: Emotional problems caused you to accomplish less than you would likeItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	re03	re03			Medical Outcomes Study SF-36: Emotional problems caused you to not do work or other activities as carefully as usualItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	rp01	rp01			Medical Outcomes Study SF-36: Physical health caused you to cut down on the amount of time you spent on work or other activitiesItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	rp02	rp02			Medical Outcomes Study SF-36: Physical health caused you to accomplish less than you would likeItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	rp03	rp03			Medical Outcomes Study SF-36: Physical health caused you to be limited in the kind of work or other activitiesItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	rp04	rp04			Medical Outcomes Study SF-36: Physical health caused you to have difficulty performing work or other activitiesItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	sf01	sf01			Medical Outcomes Study SF-36: Physical and emotional problems interefere with normal social activitiesItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:Not at all|2:Slightly|3:Moderately|4:Quite a bit|5:Extremely	choices
HEARTBEAT	sf02	sf02			Medical Outcomes Study SF-36: Frequency that physical health or emotional problems interefered with normal social activitiesItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	sfht	sfht			Medical Outcomes Study SF-36: Compared to one year ago, your health isItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:Much better now than one year ago|2:Somewhat better now than one year ago|3:About the same as one year ago|4:Somewhat worse now than one year ago|5:More worse now than one year ago	choices
HEARTBEAT	vt01	vt01			Medical Outcomes Study SF-36: Feel full of lifeItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	vt02	vt02			Medical Outcomes Study SF-36: Have a lot of energyItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	vt03	vt03			Medical Outcomes Study SF-36: Feel worn outItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	vt04	vt04			Medical Outcomes Study SF-36: Feel tiredItem from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	Item from the Medical Outcomes Study Short Form 36 (SF-36).Ware JE and Sherbourne CD, 1992 (PubMed ID: 1593914)Search for all SF-36 variables within this dataset	1:All of the time|2:Most of the time|3:Some of the time|4:A little of the time|5:None of the time	choices
HEARTBEAT	phq01	phq01			Patient Health Questionnaire 9: Little interest or pleasure in doing thingsItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq02	phq02			Patient Health Questionnaire 9: Feeling down, depressed, or hopelessItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq03	phq03			Patient Health Questionnaire 9: Trouble falling or staying asleep, or sleeping too muchItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq04	phq04			Patient Health Questionnaire 9: Feeling tired or having little energyItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq05	phq05			Patient Health Questionnaire 9: Poor appetite or overeatingItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq06	phq06			Patient Health Questionnaire 9: Feeling bad about yourselfItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq07	phq07			Patient Health Questionnaire 9: Trouble concentratingItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq08	phq08			Patient Health Questionnaire 9: Moving or speaking slowlyItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq09	phq09			Patient Health Questionnaire 9: Thought you would be better off deadItem from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:Not at all|1:Several days|2:More than half the days|3:Nearly every day	choices
HEARTBEAT	phq10	phq10			Patient Health Questionnaire 9: If you checked off any problems, how difficult have these problems made it for you to do your work, take care of things at home, or get along with other people?Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Item from Patient Health Questionnaire 9-item.Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	1:Not difficult at all|2:Somewhat difficult|3:Very difficult|4:Extremely difficult	choices
HEARTBEAT	phqsev	phqsev			Patient Health Questionnaire 9: Depression severity categorySummary score for Patient Health Questionnaire 9-item. Each item is scored from 0 to 3, while the total score range from 0 to 27. The PHQ-9 score can be divided into the following categories of increasing severity: minimal (0-4), mild (5-9), moderate (10-14), moderately severe (15-19), and severe (20-27).Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	Summary score for Patient Health Questionnaire 9-item. Each item is scored from 0 to 3, while the total score range from 0 to 27. The PHQ-9 score can be divided into the following categories of increasing severity: minimal (0-4), mild (5-9), moderate (10-14), moderately severe (15-19), and severe (20-27).Kroenke K et al. 2001 (PubMED ID: 11556941)Search for all PHQ-9 variables within this dataset	0:0|1:1|2:2|3:3|4:4	choices
HEARTBEAT	actother_text	actother_text			Exercise, other, description	Exercise, other, description		string
HEARTBEAT	alcoholoneday	alcoholoneday	Exposure	OMOP:4041307	Alcohol consumption, largest number of drinks in a day, last year	Alcohol consumption, largest number of drinks in a day, last year	0:0|1:1-2|2:3-5|3:6-9|4:10-15|5:more than 15	choices
HEARTBEAT	alcoholweek	alcoholweek	Exposure	OMOP:4041307	Alcohol consumption, days in a week, last year	Alcohol consumption, days in a week, last year	0:0 days|1:1 day|2:2 days|3:3 days|4:4 days|5:5 days|6:6 days|7:7 days	choices
HEARTBEAT	caffeine	caffeine	Exposure	OMOP:4041308	Caffeine consumption, number of cups per dayIn the last month, how often did you drink beverages containing caffeine (cola, coffee, tea, etc.)?	In the last month, how often did you drink beverages containing caffeine (cola, coffee, tea, etc.)?	0:None|1:Less than one cup per day|2:Approximately one cup (8oz) per day|3:More than one cup, but not more than three cups a day|4:More than three cups per day	choices
HEARTBEAT	smoked	smoked			Cigarette smoking, ever	Cigarette smoking, ever	1:Yes|2:No	choices
HEARTBEAT	smokedmonth	smokedmonth			Cigarette smoking, last month	Cigarette smoking, last month	1:Yes|2:No	choices
HEARTBEAT	allergies	allergies			Ever had allergies to dustHave you ever had allergies to dust, molds, grass or pollen?	Have you ever had allergies to dust, molds, grass or pollen?	1:Yes|2:No	choices
HEARTBEAT	allergiestest	allergiestest			Allergies confirmed with a skin testIf yes, was this confirmed with a skin test	If yes, was this confirmed with a skin test	1:Yes|2:No	choices
HEARTBEAT	dopresswalk	dopresswalk			In the last month, what do you do if you get chest discomfort while walking	In the last month, what do you do if you get chest discomfort while walking	1:Stop or slow down|2:Carry on	choices
HEARTBEAT	dxadhd	dxadhd			Attention Deficit Disorder/Attention Deficit Hyperactivity Disorder (ADD/ADHD): Self-reported diagnosis by a physician	Attention Deficit Disorder/Attention Deficit Hyperactivity Disorder (ADD/ADHD): Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxafib	dxafib			Atrial Fibrillation: Self-reported diagnosis by a physician	Atrial Fibrillation: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxanxiety	dxanxiety		OMOP:441542	Anxiety Disorder: Self-reported diagnosis by a physician	Anxiety Disorder: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxarthritis	dxarthritis	Condition	MONDO:0005160	Rheumatoid Arthritis, Lupus, or other Collagen Vascular Disease: Self-reported diagnosis by a physician	Rheumatoid Arthritis, Lupus, or other Collagen Vascular Disease: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxasthma	dxasthma	Condition	MONDO:0004979	Asthma: Self-reported diagnosis by a physician	Asthma: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxbloodclots	dxbloodclots			Pulmonary Embolism or Deep Venous Thrombosis: Self-reported diagnosis by a physician	Pulmonary Embolism or Deep Venous Thrombosis: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxbowel	dxbowel			Inflammatory Bowel Disease  (Ulcerative Colitis or Crohns Disease): Self-reported diagnosis by a physician	Inflammatory Bowel Disease (Ulcerative Colitis or Crohns Disease): Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxbronchitis	dxbronchitis			Chronic Bronchitis: Self-reported diagnosis by a physician	Chronic Bronchitis: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcanc	dxcanc			Cancer: Self-reported diagnosis by a physician	Cancer: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcancblood	dxcancblood			Cancer, Hematologic: Self-reported diagnosis by a physician	Cancer, Hematologic: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcancbreast	dxcancbreast	MeasurementObservation		Cancer, Breast: Self-reported diagnosis by a physician	Cancer, Breast: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcanccolon	dxcanccolon			Cancer, Colon: Self-reported diagnosis by a physician	Cancer, Colon: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcanclung	dxcanclung			Cancer, Lung: Self-reported diagnosis by a physician	Cancer, Lung: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcancoth	dxcancoth			Cancer, Other: Self-reported diagnosis by a physician	Cancer, Other: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcancoth_text	dxcancoth_text			Cancer, Other, Type: Self-reported diagnosis by a physician	Cancer, Other, Type: Self-reported diagnosis by a physician		string
HEARTBEAT	dxcancpros	dxcancpros			Cancer, Prostate: Self-reported diagnosis by a physician	Cancer, Prostate: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxcarotid	dxcarotid			Carotid Endarterectomy: Self-reported	Carotid Endarterectomy: Self-reported	1:Yes|2:No	choices
HEARTBEAT	dxcopd	dxcopd	Condition	MONDO:0005002	Emphysema or Chronic Obstructive Pulmonary Disease (COPD): Self-reported diagnosis by a physician	Emphysema or Chronic Obstructive Pulmonary Disease (COPD): Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxdepression	dxdepression		OMOP:440383	Depression: Self-reported diagnosis by a physician	Depression: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxdiab	dxdiab			Diabetes: Self-reported diagnosis by a physician	Diabetes: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxdiabinsulin	dxdiabinsulin	DrugExposure	RxNorm:5856	Diabetes: Self-reported initial treatment with insulin	Diabetes: Self-reported initial treatment with insulin	1:Yes|2:No	choices
HEARTBEAT	dxdiabmed	dxdiabmed			Diabetes: Self-reported treatment with medication	Diabetes: Self-reported treatment with medication	1:Yes|2:No	choices
HEARTBEAT	dxdiabmedno	dxdiabmedno			Diabetes: Self-reported treatment with diet, or no treatment	Diabetes: Self-reported treatment with diet, or no treatment	1:Diet Controlled|2:Nothing	choices
HEARTBEAT	dxdiabmedtype	dxdiabmedtype			Diabetes: Self-reported treatment, medication type	Diabetes: Self-reported treatment, medication type	1:Insulin|2:Pills|3:Insulin and Pills	choices
HEARTBEAT	dxepilepsy	dxepilepsy			Seizure Disorder: Self-reported diagnosis by a physician	Seizure Disorder: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxheartattack	dxheartattack			Myocardial Infarction (MI): Self-reported diagnosis by a physician	Myocardial Infarction (MI): Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxhighbp	dxhighbp			Hypertension: Self-reported diagnosis by a physician	Hypertension: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxhighbpmed	dxhighbpmed			Hypertension: Self-reported treatment with medication	Hypertension: Self-reported treatment with medication	1:Yes|2:No	choices
HEARTBEAT	dxhighchol	dxhighchol			Hypercholesterolemia: Self-reported diagnosis by a physician	Hypercholesterolemia: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxhighcholmed	dxhighcholmed			Hypercholesterolemia: Self-reported treatment with medication	Hypercholesterolemia: Self-reported treatment with medication	1:Yes|2:No	choices
HEARTBEAT	dxkidney	dxkidney			Kidney Disease: Self-reported diagnosis by a physician	Kidney Disease: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxkidney_text	dxkidney_text			Kidney Disease, Type: Self-reported diagnosis by a physician	Kidney Disease, Type: Self-reported diagnosis by a physician		string
HEARTBEAT	dxliver	dxliver			Liver Disease: Self-reported diagnosis by a physician	Liver Disease: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxlivercirr	dxlivercirr			Liver Disease, Cirrhosis: Self-reported diagnosis by a physician	Liver Disease, Cirrhosis: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxliverhepa	dxliverhepa			Liver Disease, Hepatitis: Self-reported diagnosis by a physician	Liver Disease, Hepatitis: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxliveroth	dxliveroth			Liver Disease, Other: Self-reported diagnosis by a physician	Liver Disease, Other: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxliveroth_text	dxliveroth_text			Liver Disease, Other, Type: Self-reported diagnosis by a physician	Liver Disease, Other, Type: Self-reported diagnosis by a physician		string
HEARTBEAT	dxmigraine	dxmigraine			Migraine Headaches: Self-reported diagnosis by a physician	Migraine Headaches: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxother1	dxother1			Other Medical Condition 1: Self-reported diagnosis by a physician	Other Medical Condition 1: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxother1_text	dxother1_text			Other Medical Condition 1, Type: Self-reported diagnosis by a physician	Other Medical Condition 1, Type: Self-reported diagnosis by a physician		string
HEARTBEAT	dxother2	dxother2			Other Medical Condition 2: Self-reported diagnosis by a physician	Other Medical Condition 2: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxother2_text	dxother2_text			Other Medical Condition 2, Type: Self-reported diagnosis by a physician	Other Medical Condition 2, Type: Self-reported diagnosis by a physician		string
HEARTBEAT	dxpacemaker	dxpacemaker	DeviceExposure		Pacemaker or Defibrillator Implantation: Self-reported	Pacemaker or Defibrillator Implantation: Self-reported	1:Yes|2:No	choices
HEARTBEAT	dxrheumatic	dxrheumatic			Valvular Heart Disease: Self-reported diagnosis by a physician	Valvular Heart Disease: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxsclerosis	dxsclerosis			Multiple Sclerosis: Self-reported diagnosis by a physician	Multiple Sclerosis: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxsinus	dxsinus			Sinus Disorder: Self-reported diagnosis by a physician	Sinus Disorder: Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxstroke	dxstroke	Condition	MONDO:0005098	Cerebrovascular Accident (CVA): Self-reported diagnosis by a physician	Cerebrovascular Accident (CVA): Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	dxtia	dxtia			Transient Ischemic Attack (TIA): Self-reported diagnosis by a physician	Transient Ischemic Attack (TIA): Self-reported diagnosis by a physician	1:Yes|2:No	choices
HEARTBEAT	evchestpain	evchestpain			Ever had pain or discomfort in chest	Ever had pain or discomfort in chest	1:Yes|2:No	choices
HEARTBEAT	evchestpress	evchestpress			Ever had pressure or heaviness in chest	Ever had pressure or heaviness in chest	1:Yes|2:No	choices
HEARTBEAT	painbegin	painbegin			Pain begin while standing still or sitting	Pain begin while standing still or sitting	1:Yes|2:No	choices
HEARTBEAT	paincalves	paincalves			What part of leg feels pain	What part of leg feels pain	1:Pain includes calf/calves|2:Pain does not include calf/calves	choices
HEARTBEAT	paindisappear	paindisappear			Pain disappears while walking	Pain disappears while walking	1:Yes|2:No	choices
HEARTBEAT	painwalk	painwalk			Pain while walking in last month	Pain while walking in last month	1:Yes|2:No	choices
HEARTBEAT	presshurry	presshurry			In last month, get chest discomfort when walking uphill or hurrying	In last month, get chest discomfort when walking uphill or hurrying	1:Yes|2:No|-8:Not Applicable	choices
HEARTBEAT	pressordinary	pressordinary			In the last month, get chest discomfort when walking at an ordinary pace	In the last month, get chest discomfort when walking at an ordinary pace	1:Yes|2:No	choices
HEARTBEAT	seedoctor	seedoctor			In the last month, did you see a doctor because of this pain or discomfort (chest pain or pressure)	In the last month, did you see a doctor because of this pain or discomfort (chest pain or pressure)	1:Yes|2:No	choices
HEARTBEAT	seedoctor_text	seedoctor_text			In the last month, if you saw a doctor, what did he/she say?	In the last month, if you saw a doctor, what did he/she say?		string
HEARTBEAT	standstill	standstill			In the last month, what happens to chest discomfort if standing still	In the last month, what happens to chest discomfort if standing still	1:Relieved|2:Not relieved	choices
HEARTBEAT	standstillsoon	standstillsoon			In the last month, if discomfort is relieved, how soon	In the last month, if discomfort is relieved, how soon	1:10 minutes or less|2:More than 10 minutes	choices
HEARTBEAT	swelling	swelling			Swelling in the feet in last month	Swelling in the feet in last month	1:Yes|2:No	choices
HEARTBEAT	swellingday	swellingday			Swelling comes on during the day	Swelling comes on during the day	1:Yes|2:No	choices
HEARTBEAT	twopillows	twopillows			Slept on two pillows to help breathe in the last month	Slept on two pillows to help breathe in the last month	1:Yes|2:No	choices
HEARTBEAT	walkhurry	walkhurry			Get pain if walking uphill or hurrying	Get pain if walking uphill or hurrying	1:Yes|2:No|-8:Not Applicable	choices
HEARTBEAT	walkordinary	walkordinary			Get pain if walking at ordinary pace	Get pain if walking at ordinary pace	1:Yes|2:No	choices
HEARTBEAT	kidsapnea	kidsapnea	MeasurementObservation	OMOP:313459	Sleep Apnea: Self-reported family history in children	Sleep Apnea: Self-reported family history in children	1:Yes|2:No	choices
HEARTBEAT	kidsheartattack	kidsheartattack			Myocardial Infarction (MI): Self-reported family history in children	Myocardial Infarction (MI): Self-reported family history in children	1:Yes|2:No	choices
HEARTBEAT	kidsstroke	kidsstroke	Condition	MONDO:0005098	Cerebrovascular Accident (CVA): Self-reported family history in children	Cerebrovascular Accident (CVA): Self-reported family history in children	1:Yes|2:No	choices
HEARTBEAT	parsapnea	parsapnea	MeasurementObservation	OMOP:313459	Sleep Apnea: Self-reported family history in parents	Sleep Apnea: Self-reported family history in parents	1:Yes|2:No	choices
HEARTBEAT	parsheartattack	parsheartattack			Myocardial Infarction (MI): Self-reported family history in parents	Myocardial Infarction (MI): Self-reported family history in parents	1:Yes|2:No	choices
HEARTBEAT	parsstroke	parsstroke	Condition	MONDO:0005098	Cerebrovascular Accident (CVA): Self-reported family history in parents	Cerebrovascular Accident (CVA): Self-reported family history in parents	1:Yes|2:No	choices
HEARTBEAT	sibsapnea	sibsapnea	MeasurementObservation	OMOP:313459	Sleep Apnea: Self-reported family history in siblings	Sleep Apnea: Self-reported family history in siblings	1:Yes|2:No	choices
HEARTBEAT	sibsheartattack	sibsheartattack			Myocardial Infarction (MI): Self-reported family history in siblings	Myocardial Infarction (MI): Self-reported family history in siblings	1:Yes|2:No	choices
HEARTBEAT	sibsstroke	sibsstroke	Condition	MONDO:0005098	Cerebrovascular Accident (CVA): Self-reported family history in siblings	Cerebrovascular Accident (CVA): Self-reported family history in siblings	1:Yes|2:No	choices
HEARTBEAT	aceinhibitor	aceinhibitor			ACE Inhibitor: Use verified by inspection	ACE Inhibitor: Use verified by inspection	0:Not checked|1:Checked	choices
